数据分类,指标名称,指标代码,单位,频率,数据日期,数值,同比(%),年初至今(%),备注,数据来源
分档次,中档型酒店OCC,,%,周,2023-09-17T00:00:00Z,61.73,19.22,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-09-17T00:00:00Z,239.95,17.74,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-09-17T00:00:00Z,148.1211,40.36,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-09-24T00:00:00Z,60.94,9.64,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-09-24T00:00:00Z,240,15.53,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-09-24T00:00:00Z,146.256,26.68,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-10-01T00:00:00Z,58.56,7.25,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-10-01T00:00:00Z,314.29,35.03,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-10-01T00:00:00Z,184.0482,44.83,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-10-08T00:00:00Z,58.16,17.05,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-10-08T00:00:00Z,310.79,35.13,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-10-08T00:00:00Z,180.7555,58.16,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-10-15T00:00:00Z,57.14,18.82,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-10-15T00:00:00Z,236.77,18.24,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-10-15T00:00:00Z,135.2904,40.5,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-10-22T00:00:00Z,61.04,21.88,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-10-22T00:00:00Z,240.07,20.93,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-10-22T00:00:00Z,146.5387,47.4,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-10-29T00:00:00Z,59.5,14.86,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-10-29T00:00:00Z,237.39,20.09,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-10-29T00:00:00Z,141.247,37.94,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-11-05T00:00:00Z,55.34,6.71,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-11-05T00:00:00Z,229.44,15.82,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-11-05T00:00:00Z,126.9721,23.59,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-11-12T00:00:00Z,56.24,8.26,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-11-12T00:00:00Z,226.81,14.63,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-11-12T00:00:00Z,127.5579,24.1,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-11-19T00:00:00Z,57.91,7.3,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-11-19T00:00:00Z,226.18,14.44,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-11-19T00:00:00Z,130.9808,22.79,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-11-26T00:00:00Z,58.01,6.69,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-11-26T00:00:00Z,225.75,13.57,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-11-26T00:00:00Z,130.9576,21.18,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-12-03T00:00:00Z,56.17,7.73,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-12-03T00:00:00Z,222.1,13.41,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-12-03T00:00:00Z,124.7536,22.17,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-12-10T00:00:00Z,55.56,3.25,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-12-10T00:00:00Z,222.62,12.56,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-12-10T00:00:00Z,123.6877,16.22,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-12-17T00:00:00Z,54.97,-1.51,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-12-17T00:00:00Z,220.62,9.26,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-12-17T00:00:00Z,121.2748,7.62,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-12-24T00:00:00Z,56.7,13.56,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-12-24T00:00:00Z,226.44,8.16,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-12-24T00:00:00Z,128.3915,22.83,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2023-12-31T00:00:00Z,59.51,18.97,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2023-12-31T00:00:00Z,243.6,16.7,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2023-12-31T00:00:00Z,144.9664,38.84,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-01-07T00:00:00Z,49.3,-6.45,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-01-07T00:00:00Z,215.82,4.81,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-01-07T00:00:00Z,106.3993,-1.95,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-01-14T00:00:00Z,55.8,-2.65,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-01-14T00:00:00Z,218.8,1.62,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-01-14T00:00:00Z,122.0904,-1.08,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-01-21T00:00:00Z,58.93,35.81,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-01-21T00:00:00Z,223.86,-4.36,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-01-21T00:00:00Z,131.9207,29.9,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-01-28T00:00:00Z,60.71,-2.16,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-01-28T00:00:00Z,230.67,-20.42,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-01-28T00:00:00Z,140.0398,-22.14,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-02-04T00:00:00Z,56.33,-4.36,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-02-04T00:00:00Z,230.88,-2.87,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-02-04T00:00:00Z,130.0547,-7.11,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-02-11T00:00:00Z,46.3,-27.34,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-02-11T00:00:00Z,270.56,15.41,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-02-11T00:00:00Z,125.2693,-16.14,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-02-18T00:00:00Z,65.19,-1.7,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-02-18T00:00:00Z,312.63,29.87,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-02-18T00:00:00Z,203.8035,27.65,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-02-25T00:00:00Z,50.55,-23.23,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-02-25T00:00:00Z,224.63,-7.36,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-02-25T00:00:00Z,113.5505,-28.88,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-03-03T00:00:00Z,55.19,-11.71,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-03-03T00:00:00Z,223.05,-6.36,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-03-03T00:00:00Z,123.1013,-17.33,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-03-10T00:00:00Z,56.92,-9.39,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-03-10T00:00:00Z,227.52,-4.51,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-03-10T00:00:00Z,129.5044,-13.48,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-03-17T00:00:00Z,55.76,-12.67,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-03-17T00:00:00Z,231.65,-4.33,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-03-17T00:00:00Z,129.168,-16.45,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-03-24T00:00:00Z,59.33,-7.17,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-03-24T00:00:00Z,232.61,-3.87,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-03-24T00:00:00Z,138.0075,-10.76,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-03-31T00:00:00Z,60.3,-2.79,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-03-31T00:00:00Z,238.05,-2.25,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-03-31T00:00:00Z,143.5442,-4.97,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-04-07T00:00:00Z,54.63,-7.75,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-04-07T00:00:00Z,248.69,2.62,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-04-07T00:00:00Z,135.8593,-5.33,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-04-14T00:00:00Z,62.37,-4.79,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-04-14T00:00:00Z,244.56,-4.61,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-04-14T00:00:00Z,152.5321,-9.18,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-04-21T00:00:00Z,63.8,-2.52,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-04-21T00:00:00Z,243.8,-3.45,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-04-21T00:00:00Z,155.5444,-5.88,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-04-28T00:00:00Z,60.02,-10.42,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-04-28T00:00:00Z,235.44,-27.79,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-04-28T00:00:00Z,141.3111,-35.31,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-05-05T00:00:00Z,62.1,9.39,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-05-05T00:00:00Z,322.85,14.34,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-05-05T00:00:00Z,200.4899,25.07,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-05-12T00:00:00Z,52.9,-14.18,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-05-12T00:00:00Z,222.43,-10.01,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-05-12T00:00:00Z,117.6655,-22.77,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-05-19T00:00:00Z,61.25,-3.98,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-05-19T00:00:00Z,233.32,-5.97,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-05-19T00:00:00Z,142.9085,-9.72,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-05-26T00:00:00Z,59.65,-2.87,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-05-26T00:00:00Z,229.48,-5.37,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-05-26T00:00:00Z,136.8848,-8.08,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-06-02T00:00:00Z,55.75,-2.4,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-06-02T00:00:00Z,226.17,-3.62,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-06-02T00:00:00Z,126.0898,-5.93,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-06-09T00:00:00Z,57.8,-6.21,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-06-09T00:00:00Z,239.27,-0.8,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-06-09T00:00:00Z,138.2981,-6.97,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-06-16T00:00:00Z,55.64,-12.03,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-06-16T00:00:00Z,225.68,-7.56,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-06-16T00:00:00Z,125.5684,-18.68,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-06-23T00:00:00Z,58.46,-1.5,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-06-23T00:00:00Z,232.36,-8.35,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-06-23T00:00:00Z,135.8377,-9.72,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-06-30T00:00:00Z,60.53,-6.34,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-06-30T00:00:00Z,233.49,-8.19,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-06-30T00:00:00Z,141.3315,-14.01,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-07-07T00:00:00Z,61.57,-9.99,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-07-07T00:00:00Z,244.92,-9.55,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-07-07T00:00:00Z,150.7972,-18.58,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-07-14T00:00:00Z,66.27,-7,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-07-14T00:00:00Z,255.69,-8.76,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-07-14T00:00:00Z,169.4458,-15.15,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-07-21T00:00:00Z,69.25,-3.63,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-07-21T00:00:00Z,265.17,-8.11,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-07-21T00:00:00Z,183.6302,-11.45,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-07-28T00:00:00Z,67.8,-5.2,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-07-28T00:00:00Z,264.96,-9.46,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-07-28T00:00:00Z,179.6429,-14.17,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-08-04T00:00:00Z,68.69,-5.12,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-08-04T00:00:00Z,273.71,-9.91,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-08-04T00:00:00Z,188.0114,-14.52,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-08-11T00:00:00Z,72.42,-1.82,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-08-11T00:00:00Z,286.28,-8.13,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-08-11T00:00:00Z,207.324,-9.8,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-08-18T00:00:00Z,67.95,-4.82,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-08-18T00:00:00Z,275.84,-9.14,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-08-18T00:00:00Z,187.4333,-13.52,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-08-25T00:00:00Z,67.43,1.4,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-08-25T00:00:00Z,263.44,-4.75,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-08-25T00:00:00Z,177.6376,-3.42,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-09-01T00:00:00Z,57.04,4.6,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-09-01T00:00:00Z,235.8,-2.45,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-09-01T00:00:00Z,134.5003,2.04,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-09-08T00:00:00Z,56.9,-4.01,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-09-08T00:00:00Z,225.8,-6.46,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-09-08T00:00:00Z,128.4802,-10.21,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-09-15T00:00:00Z,56.38,-8.67,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-09-15T00:00:00Z,225.77,-5.91,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-09-15T00:00:00Z,127.2891,-14.06,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-09-22T00:00:00Z,52.3,-14.18,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-09-22T00:00:00Z,220.12,-8.28,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-09-22T00:00:00Z,115.1228,-21.29,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-09-29T00:00:00Z,56.08,-4.23,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-09-29T00:00:00Z,217.89,-30.67,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-09-29T00:00:00Z,122.1927,-33.61,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-10-06T00:00:00Z,68.08,17.06,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-10-06T00:00:00Z,317.4,2.13,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-10-06T00:00:00Z,216.0859,19.55,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-10-13T00:00:00Z,48.51,-15.1,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-10-13T00:00:00Z,210.55,-11.07,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-10-13T00:00:00Z,102.1378,-24.5,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-10-20T00:00:00Z,60.81,-0.38,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-10-20T00:00:00Z,222.72,-7.23,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-10-20T00:00:00Z,135.436,-7.58,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-10-27T00:00:00Z,58.59,-1.53,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-10-27T00:00:00Z,221.56,-6.67,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-10-27T00:00:00Z,129.812,-8.1,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-11-03T00:00:00Z,54.82,-0.94,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-11-03T00:00:00Z,217.34,-5.27,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-11-03T00:00:00Z,119.1458,-6.16,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-11-10T00:00:00Z,55.28,-1.71,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-11-10T00:00:00Z,215.72,-4.89,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-11-10T00:00:00Z,119.25,-6.51,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-11-17T00:00:00Z,56.35,-2.69,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-11-17T00:00:00Z,215.88,-4.55,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-11-17T00:00:00Z,121.6484,-7.13,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-11-24T00:00:00Z,56.19,-3.14,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-11-24T00:00:00Z,213.61,-5.38,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-11-24T00:00:00Z,120.0275,-8.35,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-12-01T00:00:00Z,57.13,1.71,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-12-01T00:00:00Z,213.92,-3.68,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-12-01T00:00:00Z,122.2125,-2.04,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-12-08T00:00:00Z,54.51,-1.89,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-12-08T00:00:00Z,212.3,-4.64,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-12-08T00:00:00Z,115.7247,-6.44,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-12-15T00:00:00Z,53.17,-3.27,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-12-15T00:00:00Z,210.04,-4.8,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-12-15T00:00:00Z,111.6783,-7.91,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-12-22T00:00:00Z,54.01,-4.74,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-12-22T00:00:00Z,214.94,-5.08,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-12-22T00:00:00Z,116.0891,-9.58,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2024-12-29T00:00:00Z,52.94,-11.04,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2024-12-29T00:00:00Z,212.46,-12.78,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2024-12-29T00:00:00Z,112.4763,-22.41,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-01-05T00:00:00Z,50.39,2.21,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-01-05T00:00:00Z,216.45,0.29,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-01-05T00:00:00Z,109.0692,2.51,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-01-12T00:00:00Z,53.83,-3.53,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-01-12T00:00:00Z,209.28,-4.35,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-01-12T00:00:00Z,112.6554,-7.73,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-01-19T00:00:00Z,55.09,-6.52,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-01-19T00:00:00Z,216.47,-3.3,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-01-19T00:00:00Z,119.2533,-9.6,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-01-26T00:00:00Z,50.3,-17.15,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-01-26T00:00:00Z,218.38,-5.33,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-01-26T00:00:00Z,109.8451,-21.56,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-02-02T00:00:00Z,55.45,-1.56,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-02-02T00:00:00Z,310.92,34.67,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-02-02T00:00:00Z,172.4051,32.56,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-02-09T00:00:00Z,55.06,18.92,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-02-09T00:00:00Z,237.55,-12.2,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-02-09T00:00:00Z,130.795,4.41,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-02-16T00:00:00Z,51.86,-20.45,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-02-16T00:00:00Z,217.78,-30.34,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-02-16T00:00:00Z,112.9407,-44.58,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-02-23T00:00:00Z,55.18,9.16,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-02-23T00:00:00Z,217.03,-3.38,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-02-23T00:00:00Z,119.7572,5.47,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-03-02T00:00:00Z,53.56,-2.95,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-03-02T00:00:00Z,214.33,-3.91,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-03-02T00:00:00Z,114.7951,-6.75,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-03-09T00:00:00Z,51.9,-8.82,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-03-09T00:00:00Z,212.94,-6.41,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-03-09T00:00:00Z,110.5159,-14.66,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-03-16T00:00:00Z,56.45,1.24,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-03-16T00:00:00Z,216.04,-6.74,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-03-16T00:00:00Z,121.9546,-5.58,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-03-23T00:00:00Z,58.05,-2.16,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-03-23T00:00:00Z,223.24,-4.03,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-03-23T00:00:00Z,129.5908,-6.1,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-03-30T00:00:00Z,58.13,-3.6,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-03-30T00:00:00Z,224.15,-5.84,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-03-30T00:00:00Z,130.2984,-9.23,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-04-06T00:00:00Z,54.02,-1.12,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-04-06T00:00:00Z,236.41,-4.94,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-04-06T00:00:00Z,127.7087,-6,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-04-13T00:00:00Z,57.64,-7.58,,,酒店之家(STR)
分档次,中档型酒店ADR,,元,周,2025-04-13T00:00:00Z,222.35,-9.08,,,酒店之家(STR)
分档次,中档型酒店RevPAR,,元,周,2025-04-13T00:00:00Z,128.1625,-15.98,,,酒店之家(STR)
分档次,中档型酒店OCC,,%,周,2025-04-20T00:00:00Z,62.9,-1.41,,,酒店之家(STR)
