数据分类,指标名称,指标代码,单位,频率,数据日期,数值,同比(%),年初至今(%),备注,数据来源
分档次,经济型酒店RevPAR,,元,周,2021-11-28T00:00:00Z,71.655,-11.25,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2021-12-05T00:00:00Z,56.64,-8.81,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2021-12-05T00:00:00Z,124.25,-2.27,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2021-12-05T00:00:00Z,70.3752,-10.88,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2021-12-12T00:00:00Z,57.14,-7.63,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2021-12-12T00:00:00Z,124.63,-1.36,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2021-12-12T00:00:00Z,71.2136,-8.89,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2021-12-19T00:00:00Z,56.69,-8.62,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2021-12-19T00:00:00Z,124.04,-2.29,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2021-12-19T00:00:00Z,70.3183,-10.72,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2021-12-26T00:00:00Z,58.62,-7.01,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2021-12-26T00:00:00Z,130.82,0.09,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2021-12-26T00:00:00Z,76.6867,-6.93,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-01-02T00:00:00Z,59.35,-11.06,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-01-02T00:00:00Z,132.82,-0.01,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-01-02T00:00:00Z,78.8287,-11.07,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-01-09T00:00:00Z,53.84,-6.2,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-01-09T00:00:00Z,123.08,0.75,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-01-09T00:00:00Z,66.2663,-5.5,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-01-16T00:00:00Z,53.64,-3.78,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-01-16T00:00:00Z,123.46,1.43,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-01-16T00:00:00Z,66.2239,-2.41,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-01-23T00:00:00Z,50.95,-2.17,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-01-23T00:00:00Z,122.96,1.69,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-01-23T00:00:00Z,62.6481,-0.52,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-01-30T00:00:00Z,41.23,-13.4,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-01-30T00:00:00Z,124.4,4,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-01-30T00:00:00Z,51.2901,-9.94,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-02-06T00:00:00Z,40.86,-6.37,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-02-06T00:00:00Z,143.7,19.84,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-02-06T00:00:00Z,58.7158,12.21,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-02-13T00:00:00Z,52.98,57.91,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-02-13T00:00:00Z,128.11,-3.7,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-02-13T00:00:00Z,67.8727,52.07,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-02-20T00:00:00Z,58.77,17.61,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-02-20T00:00:00Z,125.74,-1.4,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-02-20T00:00:00Z,73.8974,15.96,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-02-27T00:00:00Z,60.39,6.56,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-02-27T00:00:00Z,125.07,1.9,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-02-27T00:00:00Z,75.5298,8.59,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-03-06T00:00:00Z,56.79,-10.69,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-03-06T00:00:00Z,124.13,-1.22,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-03-06T00:00:00Z,70.4934,-11.78,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-03-13T00:00:00Z,55.1,-15.72,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-03-13T00:00:00Z,124,-4.07,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-03-13T00:00:00Z,68.324,-19.15,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-03-20T00:00:00Z,48.07,-27.47,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-03-20T00:00:00Z,121,-8.24,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-03-20T00:00:00Z,58.1647,-33.45,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-03-27T00:00:00Z,45.65,-31.6,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-03-27T00:00:00Z,120.93,-10.34,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-03-27T00:00:00Z,55.2045,-38.67,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-04-03T00:00:00Z,44.44,-31.04,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-04-03T00:00:00Z,121.34,-14.07,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-04-03T00:00:00Z,53.9235,-40.74,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-04-10T00:00:00Z,42.48,-33.46,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-04-10T00:00:00Z,119.33,-10.97,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-04-10T00:00:00Z,50.6914,-40.76,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-04-17T00:00:00Z,45.76,-32.48,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-04-17T00:00:00Z,117.95,-13.95,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-04-17T00:00:00Z,53.9739,-41.9,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-04-24T00:00:00Z,47.12,-28.56,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-04-24T00:00:00Z,118.29,-12.64,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-04-24T00:00:00Z,55.7382,-37.59,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-05-01T00:00:00Z,51.14,-20.19,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-05-01T00:00:00Z,125.56,-28.2,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-05-01T00:00:00Z,64.2114,-42.7,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-05-08T00:00:00Z,47.66,-19.08,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-05-08T00:00:00Z,121.35,-19.77,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-05-08T00:00:00Z,57.8354,-35.08,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-05-15T00:00:00Z,50.75,-24.65,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-05-15T00:00:00Z,118.57,-12.98,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-05-15T00:00:00Z,60.1743,-34.43,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-05-22T00:00:00Z,53.92,-21.27,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-05-22T00:00:00Z,120.94,-11.48,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-05-22T00:00:00Z,65.2108,-30.31,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-05-29T00:00:00Z,53.46,-15.97,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-05-29T00:00:00Z,119.64,-10.15,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-05-29T00:00:00Z,63.9595,-24.5,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-06-05T00:00:00Z,54.7,-8.42,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-06-05T00:00:00Z,124.86,-4.4,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-06-05T00:00:00Z,68.2984,-12.45,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-06-12T00:00:00Z,58.47,-7.37,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-06-12T00:00:00Z,123.97,-9.13,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-06-12T00:00:00Z,72.4853,-15.83,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-06-19T00:00:00Z,61.26,-1.08,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-06-19T00:00:00Z,125.69,-3.77,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-06-19T00:00:00Z,76.9977,-4.82,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-06-26T00:00:00Z,62.92,-1.92,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-06-26T00:00:00Z,126.49,-3.24,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-06-26T00:00:00Z,79.5875,-5.1,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-07-03T00:00:00Z,62.84,-2.39,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-07-03T00:00:00Z,129.24,-2.67,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-07-03T00:00:00Z,81.2144,-4.99,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-07-10T00:00:00Z,65.58,-6.37,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-07-10T00:00:00Z,135.67,-2.53,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-07-10T00:00:00Z,88.9724,-8.74,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-07-17T00:00:00Z,64.61,-12.41,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-07-17T00:00:00Z,138.38,-5.3,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-07-17T00:00:00Z,89.4073,-17.05,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-07-24T00:00:00Z,64.94,-11.24,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-07-24T00:00:00Z,140.99,-6.64,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-07-24T00:00:00Z,91.5589,-17.13,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-07-31T00:00:00Z,65.87,-3.27,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-07-31T00:00:00Z,144.89,-0.08,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-07-31T00:00:00Z,95.439,-3.35,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-08-07T00:00:00Z,67.91,26.72,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-08-07T00:00:00Z,151.35,15.56,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-08-07T00:00:00Z,102.7818,46.44,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-08-14T00:00:00Z,63.35,20.05,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-08-14T00:00:00Z,146.17,13.53,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-08-14T00:00:00Z,92.5987,36.29,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-08-21T00:00:00Z,63.76,22.97,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-08-21T00:00:00Z,139.63,10.41,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-08-21T00:00:00Z,89.0281,35.77,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-08-28T00:00:00Z,59.02,5.64,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-08-28T00:00:00Z,133.39,4.92,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-08-28T00:00:00Z,78.7268,10.84,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-09-04T00:00:00Z,54.35,-5.07,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-09-04T00:00:00Z,129.56,0.33,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-09-04T00:00:00Z,70.4159,-4.76,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-09-11T00:00:00Z,51.4,-13.44,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-09-11T00:00:00Z,130.16,-0.77,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-09-11T00:00:00Z,66.9022,-14.11,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-09-18T00:00:00Z,53.62,-11.18,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-09-18T00:00:00Z,125.6,-4.85,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-09-18T00:00:00Z,67.3467,-15.49,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-09-25T00:00:00Z,55.65,-0.34,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-09-25T00:00:00Z,125.95,-3.72,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-09-25T00:00:00Z,70.0912,-4.04,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-10-02T00:00:00Z,56.76,-13.99,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-10-02T00:00:00Z,141.87,-11.9,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-10-02T00:00:00Z,80.5254,-24.22,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-10-09T00:00:00Z,52.17,-11.28,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-10-09T00:00:00Z,137.47,-3.16,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-10-09T00:00:00Z,71.7181,-14.08,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-10-16T00:00:00Z,50.1,-19.75,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-10-16T00:00:00Z,122.98,-7.16,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-10-16T00:00:00Z,61.613,-25.49,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-10-23T00:00:00Z,51.64,-16.26,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-10-23T00:00:00Z,122.81,-6.73,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-10-23T00:00:00Z,63.4191,-21.9,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-10-30T00:00:00Z,52.6,-6.54,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-10-30T00:00:00Z,123.06,-4.66,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-10-30T00:00:00Z,64.7296,-10.89,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-11-06T00:00:00Z,53.19,2.15,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-11-06T00:00:00Z,123.14,-2.29,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-11-06T00:00:00Z,65.4982,-0.19,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-11-13T00:00:00Z,52.6,0.31,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-11-13T00:00:00Z,122.6,-1.5,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-11-13T00:00:00Z,64.4876,-1.2,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-11-20T00:00:00Z,54.09,-0.97,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-11-20T00:00:00Z,123.53,-0.46,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-11-20T00:00:00Z,66.8174,-1.43,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-11-27T00:00:00Z,54.37,-4.38,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-11-27T00:00:00Z,124.42,-1.27,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-11-27T00:00:00Z,67.6472,-5.59,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-12-04T00:00:00Z,51.87,-8.42,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-12-04T00:00:00Z,124.41,0.13,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-12-04T00:00:00Z,64.5315,-8.3,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-12-11T00:00:00Z,53.51,-6.35,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-12-11T00:00:00Z,124.68,0.04,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-12-11T00:00:00Z,66.7163,-6.32,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-12-18T00:00:00Z,57,0.55,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-12-18T00:00:00Z,127.08,2.45,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-12-18T00:00:00Z,72.4356,3.01,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2022-12-25T00:00:00Z,52.41,-10.59,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2022-12-25T00:00:00Z,133.56,2.09,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2022-12-25T00:00:00Z,69.9988,-8.72,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-01-01T00:00:00Z,50.74,-14.51,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-01-01T00:00:00Z,131.32,-1.13,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-01-01T00:00:00Z,66.6318,-15.47,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-01-08T00:00:00Z,52.52,-2.45,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-01-08T00:00:00Z,128.75,4.61,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-01-08T00:00:00Z,67.6195,2.04,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-01-15T00:00:00Z,54.1,0.86,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-01-15T00:00:00Z,132.43,7.27,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-01-15T00:00:00Z,71.6446,8.19,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-01-22T00:00:00Z,41.32,-18.9,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-01-22T00:00:00Z,144.25,17.31,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-01-22T00:00:00Z,59.6041,-4.86,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-01-29T00:00:00Z,58.35,41.52,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-01-29T00:00:00Z,172.47,38.64,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-01-29T00:00:00Z,100.6362,96.21,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-02-05T00:00:00Z,59.29,45.11,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-02-05T00:00:00Z,144.74,0.72,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-02-05T00:00:00Z,85.8163,46.16,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-02-12T00:00:00Z,66.26,25.07,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-02-12T00:00:00Z,142.46,11.2,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-02-12T00:00:00Z,94.394,39.08,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-02-19T00:00:00Z,68.62,16.76,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-02-19T00:00:00Z,146.26,16.32,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-02-19T00:00:00Z,100.3636,35.81,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-02-26T00:00:00Z,67.53,11.82,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-02-26T00:00:00Z,147.46,17.9,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-02-26T00:00:00Z,99.5797,31.84,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-03-05T00:00:00Z,64.1,12.87,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-03-05T00:00:00Z,144.63,16.51,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-03-05T00:00:00Z,92.7078,31.51,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-03-12T00:00:00Z,63.77,15.74,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-03-12T00:00:00Z,144.44,16.48,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-03-12T00:00:00Z,92.1094,34.81,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-03-19T00:00:00Z,64.53,34.24,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-03-19T00:00:00Z,146.43,21.02,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-03-19T00:00:00Z,94.4913,62.45,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-03-26T00:00:00Z,64.45,41.18,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-03-26T00:00:00Z,146.27,20.95,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-03-26T00:00:00Z,94.271,70.77,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-04-02T00:00:00Z,62.75,41.2,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-04-02T00:00:00Z,146.55,20.78,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-04-02T00:00:00Z,91.9601,70.54,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-04-09T00:00:00Z,61.64,45.1,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-04-09T00:00:00Z,145.65,22.06,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-04-09T00:00:00Z,89.7787,77.11,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-04-16T00:00:00Z,66.55,45.43,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-04-16T00:00:00Z,151.51,28.45,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-04-16T00:00:00Z,100.8299,86.81,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-04-23T00:00:00Z,65.39,38.77,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-04-23T00:00:00Z,149.83,26.66,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-04-23T00:00:00Z,97.9738,75.77,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-04-30T00:00:00Z,68.54,34.02,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-04-30T00:00:00Z,194.78,55.13,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-04-30T00:00:00Z,133.5022,107.91,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-05-07T00:00:00Z,60.91,27.8,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-05-07T00:00:00Z,169.83,39.95,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-05-07T00:00:00Z,103.4435,78.86,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-05-14T00:00:00Z,61.29,20.77,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-05-14T00:00:00Z,146.07,23.19,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-05-14T00:00:00Z,89.5263,48.78,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-05-21T00:00:00Z,64.13,18.94,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-05-21T00:00:00Z,148.35,22.66,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-05-21T00:00:00Z,95.1369,45.89,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-05-28T00:00:00Z,60.82,13.77,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-05-28T00:00:00Z,144.16,20.49,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-05-28T00:00:00Z,87.6781,37.08,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-06-04T00:00:00Z,58.3,6.58,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-06-04T00:00:00Z,141.7,13.49,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-06-04T00:00:00Z,82.6111,20.96,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-06-11T00:00:00Z,62.42,6.76,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-06-11T00:00:00Z,144.71,16.73,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-06-11T00:00:00Z,90.328,24.62,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-06-18T00:00:00Z,63.74,4.05,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-06-18T00:00:00Z,145.82,16.02,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-06-18T00:00:00Z,92.9457,20.71,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-06-25T00:00:00Z,62.38,-0.86,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-06-25T00:00:00Z,152.44,20.52,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-06-25T00:00:00Z,95.0921,19.48,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-07-02T00:00:00Z,64.73,3.01,,,酒店之家(STR)
分档次,经济型酒店ADR,,元,周,2023-07-02T00:00:00Z,149.87,15.96,,,酒店之家(STR)
分档次,经济型酒店RevPAR,,元,周,2023-07-02T00:00:00Z,97.0109,19.45,,,酒店之家(STR)
分档次,经济型酒店OCC,,%,周,2023-07-09T00:00:00Z,67.77,3.34,,,酒店之家(STR)
