period_id,year,week,start_date,end_date,region,room_band,hotel_count,room_count,chain_hotel_count,chain_room_count,source
2023W23,2023,23,2023-05-29,2023-06-04,全国,15-29间,140061,2855969,2598,58613,酒店之家
2023W23,2023,23,2023-05-29,2023-06-04,全国,30-69间,121191,5311248,16047,807253,酒店之家
2023W23,2023,23,2023-05-29,2023-06-04,全国,70-149间,56615,5469818,24622,2432583,酒店之家
2023W23,2023,23,2023-05-29,2023-06-04,全国,150间及以上,14637,3520998,5854,1448826,酒店之家
2023W24,2023,24,2023-06-05,2023-06-11,全国,全部,519280,18489370,50483,4762635,酒店之家
2023W24,2023,24,2023-06-05,2023-06-11,全国,15间以下,185819,1301763,1297,11896,酒店之家
2023W24,2023,24,2023-06-05,2023-06-11,全国,15-29间,140705,2868672,2615,58957,酒店之家
2023W24,2023,24,2023-06-05,2023-06-11,全国,30-69间,121440,5321490,16071,808138,酒店之家
2023W24,2023,24,2023-06-05,2023-06-11,全国,70-149间,56662,5473616,24641,2434245,酒店之家
2023W24,2023,24,2023-06-05,2023-06-11,全国,150间及以上,14654,3523829,5859,1449399,酒店之家
2023W25,2023,25,2023-06-12,2023-06-18,全国,全部,517196,18317748,50525,4736719,酒店之家
2023W25,2023,25,2023-06-12,2023-06-18,全国,15间以下,183684,1302005,1295,11996,酒店之家
2023W25,2023,25,2023-06-12,2023-06-18,全国,15-29间,142427,2909495,2713,61508,酒店之家
2023W25,2023,25,2023-06-12,2023-06-18,全国,30-69间,120922,5296717,16248,815847,酒店之家
2023W25,2023,25,2023-06-12,2023-06-18,全国,70-149间,55941,5395582,24479,2414920,酒店之家
2023W25,2023,25,2023-06-12,2023-06-18,全国,150间及以上,14222,3413949,5790,1432448,酒店之家
2023W26,2023,26,2023-06-19,2023-06-25,全国,全部,517609,18364482,46988,4566534,酒店之家
2023W26,2023,26,2023-06-19,2023-06-25,全国,15间以下,183008,1310588,1286,11881,酒店之家
2023W26,2023,26,2023-06-19,2023-06-25,全国,15-29间,143042,2921844,2312,51823,酒店之家
2023W26,2023,26,2023-06-19,2023-06-25,全国,30-69间,121279,5313076,13595,694972,酒店之家
2023W26,2023,26,2023-06-19,2023-06-25,全国,70-149间,56063,5406826,24005,2375676,酒店之家
2023W26,2023,26,2023-06-19,2023-06-25,全国,150间及以上,14217,3412148,5790,1432182,酒店之家
2023W27,2023,27,2023-06-26,2023-07-02,全国,全部,517530,18388820,50707,4757879,酒店之家
2023W27,2023,27,2023-06-26,2023-07-02,全国,15间以下,182605,1314963,1297,12010,酒店之家
2023W27,2023,27,2023-06-26,2023-07-02,全国,15-29间,143176,2924816,2708,61362,酒店之家
2023W27,2023,27,2023-06-26,2023-07-02,全国,30-69间,121387,5318285,16311,819506,酒店之家
2023W27,2023,27,2023-06-26,2023-07-02,全国,70-149间,56133,5413727,24573,2424704,酒店之家
2023W27,2023,27,2023-06-26,2023-07-02,全国,150间及以上,14229,3417029,5818,1440297,酒店之家
2023W28,2023,28,2023-07-03,2023-07-09,全国,全部,521070,18502023,50873,4772450,酒店之家
2023W28,2023,28,2023-07-03,2023-07-09,全国,15间以下,183507,1329836,1298,12015,酒店之家
2023W28,2023,28,2023-07-03,2023-07-09,全国,15-29间,144652,2954249,2720,61612,酒店之家
2023W28,2023,28,2023-07-03,2023-07-09,全国,30-69间,122254,5353558,16371,822513,酒店之家
2023W28,2023,28,2023-07-03,2023-07-09,全国,70-149间,56387,5437425,24648,2432157,酒店之家
2023W28,2023,28,2023-07-03,2023-07-09,全国,150间及以上,14270,3426955,5836,1444153,酒店之家
2023W29,2023,29,2023-07-10,2023-07-16,全国,全部,522422,18547920,50968,4776384,酒店之家
2023W29,2023,29,2023-07-10,2023-07-16,全国,15间以下,183739,1339738,1310,12114,酒店之家
2023W29,2023,29,2023-07-10,2023-07-16,全国,15-29间,145318,2967712,2735,61937,酒店之家
2023W29,2023,29,2023-07-10,2023-07-16,全国,30-69间,122621,5369333,16409,824437,酒店之家
2023W29,2023,29,2023-07-10,2023-07-16,全国,70-149间,56480,5446868,24692,2436621,酒店之家
2023W29,2023,29,2023-07-10,2023-07-16,全国,150间及以上,14264,3424269,5822,1441275,酒店之家
2023W30,2023,30,2023-07-17,2023-07-23,全国,全部,523413,18592523,51081,4784835,酒店之家
2023W30,2023,30,2023-07-17,2023-07-23,全国,15间以下,183832,1346993,1320,12188,酒店之家
2023W30,2023,30,2023-07-17,2023-07-23,全国,15-29间,145857,2978456,2737,61936,酒店之家
2023W30,2023,30,2023-07-17,2023-07-23,全国,30-69间,122863,5381625,16454,827112,酒店之家
2023W30,2023,30,2023-07-17,2023-07-23,全国,70-149间,56580,5455026,24739,2441260,酒店之家
2023W30,2023,30,2023-07-17,2023-07-23,全国,150间及以上,14281,3430423,5831,1442339,酒店之家
2023W31,2023,31,2023-07-24,2023-07-30,全国,全部,525178,18623584,51101,4788078,酒店之家
2023W31,2023,31,2023-07-24,2023-07-30,全国,15间以下,184882,1356413,1322,12201,酒店之家
2023W31,2023,31,2023-07-24,2023-07-30,全国,15-29间,146315,2987738,2747,62125,酒店之家
2023W31,2023,31,2023-07-24,2023-07-30,全国,30-69间,123088,5391363,16433,826200,酒店之家
2023W31,2023,31,2023-07-24,2023-07-30,全国,70-149间,56612,5458035,24760,2443550,酒店之家
2023W31,2023,31,2023-07-24,2023-07-30,全国,150间及以上,14281,3430035,5839,1444002,酒店之家
2023W32,2023,32,2023-07-31,2023-08-06,全国,全部,547256,18701079,51176,4795684,酒店之家
2023W32,2023,32,2023-07-31,2023-08-06,全国,15间以下,205744,1396851,1330,12282,酒店之家
2023W32,2023,32,2023-07-31,2023-08-06,全国,15-29间,147188,3004858,2747,62161,酒店之家
2023W32,2023,32,2023-07-31,2023-08-06,全国,30-69间,123351,5401504,16446,827191,酒店之家
2023W32,2023,32,2023-07-31,2023-08-06,全国,70-149间,56698,5466264,24812,2448950,酒店之家
2023W32,2023,32,2023-07-31,2023-08-06,全国,150间及以上,14275,3431602,5841,1445100,酒店之家
2023W33,2023,33,2023-08-07,2023-08-13,全国,全部,561607,18760193,51283,4806362,酒店之家
2023W33,2023,33,2023-08-07,2023-08-13,全国,15间以下,219129,1426464,1335,12301,酒店之家
2023W33,2023,33,2023-08-07,2023-08-13,全国,15-29间,147873,3018432,2747,62182,酒店之家
2023W33,2023,33,2023-08-07,2023-08-13,全国,30-69间,123564,5411291,16493,829757,酒店之家
2023W33,2023,33,2023-08-07,2023-08-13,全国,70-149间,56776,5473422,24857,2453286,酒店之家
2023W33,2023,33,2023-08-07,2023-08-13,全国,150间及以上,14265,3430584,5851,1448836,酒店之家
2023W34,2023,34,2023-08-14,2023-08-20,全国,全部,562558,18800790,51710,4843885,酒店之家
2023W34,2023,34,2023-08-14,2023-08-20,全国,15间以下,219137,1436212,1341,12355,酒店之家
2023W34,2023,34,2023-08-14,2023-08-20,全国,15-29间,148554,3032292,2774,62808,酒店之家
2023W34,2023,34,2023-08-14,2023-08-20,全国,30-69间,123750,5419527,16723,840714,酒店之家
2023W34,2023,34,2023-08-14,2023-08-20,全国,70-149间,56833,5479509,24969,2463668,酒店之家
2023W34,2023,34,2023-08-14,2023-08-20,全国,150间及以上,14284,3433250,5903,1464340,酒店之家
2023W35,2023,35,2023-08-21,2023-08-27,全国,全部,562758,18802181,51161,4787690,酒店之家
2023W35,2023,35,2023-08-21,2023-08-27,全国,15间以下,219305,1443628,1322,12196,酒店之家
2023W35,2023,35,2023-08-21,2023-08-27,全国,15-29间,148789,3036927,2747,62181,酒店之家
2023W35,2023,35,2023-08-21,2023-08-27,全国,30-69间,123593,5414181,16513,830880,酒店之家
2023W35,2023,35,2023-08-21,2023-08-27,全国,70-149间,56807,5477423,24776,2444219,酒店之家
2023W35,2023,35,2023-08-21,2023-08-27,全国,150间及以上,14264,3430022,5803,1438214,酒店之家
2023W36,2023,36,2023-08-28,2023-09-03,全国,全部,579992,18804264,51413,4813292,酒店之家
2023W36,2023,36,2023-08-28,2023-09-03,全国,15间以下,237222,1491193,1334,12329,酒店之家
2023W36,2023,36,2023-08-28,2023-09-03,全国,15-29间,149111,3042702,2777,62885,酒店之家
2023W36,2023,36,2023-08-28,2023-09-03,全国,30-69间,122742,5378144,16549,832700,酒店之家
2023W36,2023,36,2023-08-28,2023-09-03,全国,70-149间,56658,5465077,24901,2457609,酒店之家
2023W36,2023,36,2023-08-28,2023-09-03,全国,150间及以上,14259,3427148,5852,1447769,酒店之家
2023W37,2023,37,2023-09-04,2023-09-10,全国,全部,652029,18963066,51627,4829741,酒店之家
2023W37,2023,37,2023-09-04,2023-09-10,全国,15间以下,308525,1632122,1346,12482,酒店之家
2023W37,2023,37,2023-09-04,2023-09-10,全国,15-29间,149742,3054510,2799,63401,酒店之家
2023W37,2023,37,2023-09-04,2023-09-10,全国,30-69间,122837,5382864,16630,836641,酒店之家
2023W37,2023,37,2023-09-04,2023-09-10,全国,70-149间,56666,5465347,24982,2465185,酒店之家
2023W37,2023,37,2023-09-04,2023-09-10,全国,150间及以上,14259,3428223,5870,1452032,酒店之家
2023W38,2023,38,2023-09-11,2023-09-17,全国,全部,652563,18961943,51757,4838074,酒店之家
2023W38,2023,38,2023-09-11,2023-09-17,全国,15间以下,309162,1647300,1356,12616,酒店之家
2023W38,2023,38,2023-09-11,2023-09-17,全国,15-29间,150129,3062359,2833,64120,酒店之家
2023W38,2023,38,2023-09-11,2023-09-17,全国,30-69间,122418,5366454,16672,838503,酒店之家
2023W38,2023,38,2023-09-11,2023-09-17,全国,70-149间,56610,5460895,25015,2468505,酒店之家
2023W38,2023,38,2023-09-11,2023-09-17,全国,150间及以上,14244,3424935,5881,1454330,酒店之家
2023W39,2023,39,2023-09-18,2023-09-24,全国,全部,711306,19113154,52048,4856041,酒店之家
2023W39,2023,39,2023-09-18,2023-09-24,全国,15间以下,366900,1759865,1380,12833,酒店之家
2023W39,2023,39,2023-09-18,2023-09-24,全国,15-29间,150770,3074627,2874,65072,酒店之家
2023W39,2023,39,2023-09-18,2023-09-24,全国,30-69间,122657,5376662,16781,844013,酒店之家
2023W39,2023,39,2023-09-18,2023-09-24,全国,70-149间,56712,5470927,25121,2478287,酒店之家
2023W39,2023,39,2023-09-18,2023-09-24,全国,150间及以上,14267,3431073,5892,1455836,酒店之家
2023W40,2023,40,2023-09-25,2023-10-01,全国,全部,721293,19214479,52546,4893316,酒店之家
2023W40,2023,40,2023-09-25,2023-10-01,全国,15间以下,375453,1789232,1410,13122,酒店之家
2023W40,2023,40,2023-09-25,2023-10-01,全国,15-29间,151533,3090088,2901,65656,酒店之家
2023W40,2023,40,2023-09-25,2023-10-01,全国,30-69间,122960,5390837,16950,852577,酒店之家
2023W40,2023,40,2023-09-25,2023-10-01,全国,70-149间,57024,5501946,25369,2502129,酒店之家
2023W40,2023,40,2023-09-25,2023-10-01,全国,150间及以上,14323,3442376,5916,1459832,酒店之家
2023W41,2023,41,2023-10-02,2023-10-08,全国,全部,717416,19168452,52575,4894499,酒店之家
2023W41,2023,41,2023-10-02,2023-10-08,全国,15间以下,372331,1784628,1407,13095,酒店之家
2023W41,2023,41,2023-10-02,2023-10-08,全国,15-29间,151228,3083942,2901,65713,酒店之家
2023W41,2023,41,2023-10-02,2023-10-08,全国,30-69间,122620,5375581,16957,852856,酒店之家
2023W41,2023,41,2023-10-02,2023-10-08,全国,70-149间,56975,5496667,25407,2505771,酒店之家
2023W41,2023,41,2023-10-02,2023-10-08,全国,150间及以上,14262,3427634,5903,1457064,酒店之家
2023W42,2023,42,2023-10-09,2023-10-15,全国,全部,714631,19111477,52596,4895984,酒店之家
2023W42,2023,42,2023-10-09,2023-10-15,全国,15间以下,370950,1781092,1407,13114,酒店之家
2023W42,2023,42,2023-10-09,2023-10-15,全国,15-29间,150507,3069050,2909,65880,酒店之家
2023W42,2023,42,2023-10-09,2023-10-15,全国,30-69间,122122,5354993,16956,853029,酒店之家
2023W42,2023,42,2023-10-09,2023-10-15,全国,70-149间,56817,5481783,25427,2507610,酒店之家
2023W42,2023,42,2023-10-09,2023-10-15,全国,150间及以上,14235,3424559,5897,1456351,酒店之家
2023W43,2023,43,2023-10-16,2023-10-22,全国,全部,709074,19121234,52677,4902707,酒店之家
2023W43,2023,43,2023-10-16,2023-10-22,全国,15间以下,364985,1774100,1414,13183,酒店之家
2023W43,2023,43,2023-10-16,2023-10-22,全国,15-29间,150744,3073852,2902,65797,酒店之家
2023W43,2023,43,2023-10-16,2023-10-22,全国,30-69间,122238,5360115,16989,854511,酒店之家
2023W43,2023,43,2023-10-16,2023-10-22,全国,70-149间,56864,5486628,25471,2512303,酒店之家
2023W43,2023,43,2023-10-16,2023-10-22,全国,150间及以上,14243,3426539,5901,1456913,酒店之家
2023W44,2023,44,2023-10-23,2023-10-29,全国,全部,702832,19100840,52523,4895054,酒店之家
2023W44,2023,44,2023-10-23,2023-10-29,全国,15间以下,358943,1765315,1417,13234,酒店之家
2023W44,2023,44,2023-10-23,2023-10-29,全国,15-29间,150692,3072225,2894,65601,酒店之家
2023W44,2023,44,2023-10-23,2023-10-29,全国,30-69间,122133,5354819,16858,848401,酒店之家
2023W44,2023,44,2023-10-23,2023-10-29,全国,70-149间,56822,5482464,25453,2510908,酒店之家
2023W44,2023,44,2023-10-23,2023-10-29,全国,150间及以上,14242,3426017,5901,1456910,酒店之家
2023W45,2023,45,2023-10-30,2023-11-05,全国,全部,697400,19072383,52592,4898894,酒店之家
2023W45,2023,45,2023-10-30,2023-11-05,全国,15间以下,353764,1759198,1440,13384,酒店之家
2023W45,2023,45,2023-10-30,2023-11-05,全国,15-29间,150803,3074137,2910,65912,酒店之家
2023W45,2023,45,2023-10-30,2023-11-05,全国,30-69间,121873,5345052,16854,848543,酒店之家
2023W45,2023,45,2023-10-30,2023-11-05,全国,70-149间,56749,5475097,25486,2514564,酒店之家
2023W45,2023,45,2023-10-30,2023-11-05,全国,150间及以上,14211,3418899,5902,1456491,酒店之家
2023W46,2023,46,2023-11-06,2023-11-12,全国,全部,693847,19082416,52705,4904805,酒店之家
2023W46,2023,46,2023-11-06,2023-11-12,全国,15间以下,349757,1756570,1448,13477,酒店之家
2023W46,2023,46,2023-11-06,2023-11-12,全国,15-29间,151248,3082779,2917,66175,酒店之家
2023W46,2023,46,2023-11-06,2023-11-12,全国,30-69间,121836,5344848,16906,850832,酒店之家
2023W46,2023,46,2023-11-06,2023-11-12,全国,70-149间,56799,5479174,25536,2519007,酒店之家
2023W46,2023,46,2023-11-06,2023-11-12,全国,150间及以上,14207,3419045,5898,1455314,酒店之家
2023W47,2023,47,2023-11-13,2023-11-19,全国,全部,688503,19056479,52678,4907137,酒店之家
2023W47,2023,47,2023-11-13,2023-11-19,全国,15间以下,344931,1747872,1437,13371,酒店之家
2023W47,2023,47,2023-11-13,2023-11-19,全国,15-29间,150939,3076164,2901,65793,酒店之家
2023W47,2023,47,2023-11-13,2023-11-19,全国,30-69间,121645,5336389,16881,849723,酒店之家
2023W47,2023,47,2023-11-13,2023-11-19,全国,70-149间,56782,5477503,25554,2521032,酒店之家
2023W47,2023,47,2023-11-13,2023-11-19,全国,150间及以上,14206,3418551,5905,1457218,酒店之家
2023W48,2023,48,2023-11-20,2023-11-26,全国,全部,672190,18963150,52668,4907832,酒店之家
2023W48,2023,48,2023-11-20,2023-11-26,全国,15间以下,330238,1705960,1425,13275,酒店之家
2023W48,2023,48,2023-11-20,2023-11-26,全国,15-29间,149851,3054576,2902,65831,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,全国,15间以下,331398,1737222,1441,13419,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,全国,15-29间,152335,3103076,2992,67916,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,全国,30-69间,122895,5393823,17292,870845,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,全国,70-149间,57716,5567634,26514,2614574,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,全国,150间及以上,14275,3430669,6020,1480541,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,全国,全部,679086,19255795,54304,5052558,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,全国,15间以下,331374,1742510,1445,13448,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,全国,15-29间,152593,3107954,2996,68047,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,全国,30-69间,123091,5402489,17301,871384,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,全国,70-149间,57741,5569874,26533,2616284,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,全国,150间及以上,14287,3432968,6029,1483395,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,全国,全部,682936,19326018,54254,5037627,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,全国,15间以下,333121,1751761,1446,13436,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,全国,15-29间,153914,3135311,2998,68148,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,全国,30-69间,123818,5431569,17284,870427,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,全国,70-149间,57793,5574484,26538,2617109,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,全国,150间及以上,14290,3432893,5988,1468507,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,全国,全部,682363,19367206,54343,5045921,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,全国,15间以下,331742,1756767,1453,13518,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,全国,15-29间,154271,3142194,3006,68330,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,全国,30-69间,124151,5445460,17319,872432,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,全国,70-149间,57866,5581053,26561,2619435,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,全国,150间及以上,14333,3441732,6004,1472206,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,全国,全部,681687,19388229,54381,5048774,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,全国,15间以下,330617,1761859,1464,13617,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,全国,15-29间,154635,3148916,3009,68361,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,全国,30-69间,124154,5444403,17346,873571,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,全国,70-149间,57922,5585916,26550,2618531,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,全国,150间及以上,14359,3447135,6012,1474694,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,全国,全部,678128,19385706,54365,5048520,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,全国,15间以下,327103,1754771,1464,13600,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,全国,15-29间,154506,3146518,3016,68467,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,全国,30-69间,124203,5447200,17324,872355,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,全国,70-149间,57951,5588569,26541,2617839,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,全国,150间及以上,14365,3448648,6020,1476259,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,全国,全部,685519,19434995,54631,5076376,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,全国,15间以下,333451,1766595,1479,13723,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,全国,15-29间,155179,3158939,3033,68864,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,全国,30-69间,124423,5457602,17404,876448,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,全国,70-149间,58090,5602798,26658,2628715,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,全国,150间及以上,14376,3449061,6057,1488626,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,全国,全部,685609,19446370,54678,5080601,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,全国,15间以下,333470,1770555,1485,13759,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,全国,15-29间,155156,3158386,3036,68909,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,全国,30-69间,124455,5458440,17407,876581,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,全国,70-149间,58135,5607667,26684,2631576,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,全国,150间及以上,14393,3451322,6066,1489776,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,全国,全部,706724,19551588,54764,5087008,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,全国,15间以下,353129,1820787,1495,13857,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,全国,15-29间,155902,3173397,3038,68917,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,全国,30-69间,125021,5482831,17438,877717,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,全国,70-149间,58259,5618734,26722,2635371,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,全国,150间及以上,14413,3455839,6071,1491146,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,全国,全部,706154,19624473,54878,5096283,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,全国,15间以下,350897,1826139,1509,13996,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,全国,15-29间,156767,3190448,3050,69109,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,全国,30-69间,125555,5504784,17456,878320,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,全国,70-149间,58493,5642047,26775,2640723,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,全国,150间及以上,14442,3461055,6088,1494135,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,全国,全部,715641,19754457,55105,5111893,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,全国,15间以下,357783,1854093,1550,14272,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,全国,15-29间,158160,3218798,3065,69419,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,全国,30-69间,126414,5541443,17497,880272,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,全国,70-149间,58829,5675052,26910,2654329,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,全国,150间及以上,14455,3465071,6083,1493601,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,全国,全部,718521,19842046,55478,5142129,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,全国,15间以下,358882,1867152,1554,14317,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,全国,15-29间,158942,3235363,3083,69898,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,全国,30-69间,127100,5571103,17638,887721,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,全国,70-149间,59114,5701904,27099,2672829,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,全国,150间及以上,14483,3466524,6104,1497364,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,全国,全部,716602,19840216,55507,5137852,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,全国,15间以下,356964,1865859,1544,14248,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,全国,15-29间,158893,3233913,3077,69828,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,全国,30-69间,127171,5573598,17662,888760,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,全国,70-149间,59099,5699911,27125,2675174,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,全国,150间及以上,14475,3466935,6099,1489842,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,全国,全部,713534,19874887,55608,5145871,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,全国,15间以下,353045,1867061,1558,14402,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,全国,15-29间,159349,3242407,3093,70137,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,全国,30-69间,127445,5584351,17710,891038,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,全国,70-149间,59211,5712047,27135,2676726,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,全国,150间及以上,14484,3469021,6112,1493568,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,全国,全部,717121,19908949,55678,5149167,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,全国,15间以下,356132,1878876,1566,14493,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,全国,15-29间,159604,3247911,3105,70376,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,全国,30-69间,127613,5591427,17736,892234,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,全国,70-149间,59284,5719333,27163,2679578,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,全国,150间及以上,14488,3471402,6108,1492486,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,全国,全部,717562,19934241,55745,5157427,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,全国,15间以下,356192,1883109,1573,14544,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,全国,15-29间,159786,3251457,3105,70353,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,全国,30-69间,127734,5597589,17733,892555,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,全国,70-149间,59329,5723370,27205,2683046,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,全国,150间及以上,14521,3478716,6129,1496929,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,全国,全部,723683,20003750,55893,5169017,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,全国,15间以下,361081,1904707,1576,14518,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,全国,15-29间,160610,3267585,3138,71116,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,全国,30-69间,127923,5605492,17744,893270,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,全国,70-149间,59519,5741283,27297,2691788,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,全国,150间及以上,14550,3484683,6138,1498325,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,全国,全部,718265,19948097,55936,5175671,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,全国,15间以下,357294,1895605,1576,14515,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,全国,15-29间,159630,3247547,3129,70962,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,全国,30-69间,127294,5579543,17745,893524,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,全国,70-149间,59514,5743169,27343,2696609,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,全国,150间及以上,14533,3482233,6143,1500061,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,全国,全部,725892,20016815,56080,5187121,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,全国,15间以下,363744,1915178,1591,14653,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,全国,15-29间,160313,3260797,3136,71108,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,全国,30-69间,127604,5592652,17775,894814,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,全国,70-149间,59673,5758484,27426,2704640,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,全国,150间及以上,14558,3489704,6152,1501906,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,全国,全部,727593,20187322,56276,5201960,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,全国,15间以下,360948,1932118,1601,14759,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,全国,15-29间,162792,3311445,3113,70531,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,全国,30-69间,129292,5663372,17887,900301,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,全国,70-149间,59989,5787584,27516,2712796,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,全国,150间及以上,14572,3492803,6159,1503573,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,全国,全部,729370,20252508,56538,5223630,酒店之家
