period_id,year,week,start_date,end_date,region,room_band,hotel_count,room_count,chain_hotel_count,chain_room_count,source
2024W27,2024,27,2024-07-01,2024-07-07,全国,15间以下,361409,1941712,1621,14896,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,全国,15-29间,163474,3325080,3154,71512,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,全国,30-69间,129719,5683563,17949,903579,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,全国,70-149间,60157,5802685,27623,2723229,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,全国,150间及以上,14611,3499468,6191,1510414,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,全国,全部,732145,20316400,56698,5237747,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,全国,15间以下,362987,1955299,1629,14969,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,全国,15-29间,164143,3338506,3166,71834,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,全国,30-69间,130029,5696994,17982,905414,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,全国,70-149间,60362,5822759,27723,2733077,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,全国,150间及以上,14624,3502842,6198,1512453,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,全国,全部,737399,20378145,56888,5253595,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,全国,15间以下,367389,1972041,1632,15018,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,全国,15-29间,164557,3346289,3188,72319,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,全国,30-69间,130256,5707686,18019,906770,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,全国,70-149间,60531,5839105,27835,2743876,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,全国,150间及以上,14666,3513024,6214,1515612,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,全国,全部,737666,20419723,56875,5256257,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,全国,15间以下,366818,1977339,1640,15106,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,全国,15-29间,165035,3355752,3186,72245,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,全国,30-69间,130468,5717397,17985,905806,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,全国,70-149间,60657,5852511,27840,2745369,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,全国,150间及以上,14688,3516724,6224,1517731,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,全国,全部,739803,20442482,57296,5286072,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,全国,15间以下,368772,1983940,1670,15423,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,全国,15-29间,165049,3356253,3215,72870,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,全国,30-69间,130480,5718003,18157,914341,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,全国,70-149间,60804,5866572,28007,2761314,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,全国,150间及以上,14698,3517714,6247,1522124,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,全国,全部,739399,20473402,57469,5301217,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,全国,15间以下,367834,1987050,1677,15537,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,全国,15-29间,165231,3359423,3233,73302,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,全国,30-69间,130663,5725873,18206,916530,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,全国,70-149间,60957,5881606,28092,2770944,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,全国,150间及以上,14714,3519450,6261,1524904,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,全国,全部,740003,20499110,57607,5309714,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,全国,15间以下,367997,1993113,1689,15617,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,全国,15-29间,165411,3363126,3253,73735,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,全国,30-69间,130804,5732647,18243,918512,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,全国,70-149间,61074,5891707,28161,2777375,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,全国,150间及以上,14717,3518517,6261,1524475,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,全国,全部,737208,20526567,57739,5321046,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,全国,15间以下,364514,1994153,1682,15538,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,全国,15-29间,165754,3369566,3254,73727,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,全国,30-69间,131053,5743459,18296,921026,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,全国,70-149间,61166,5900073,28241,2785399,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,全国,150间及以上,14721,3519316,6266,1525356,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,全国,全部,729087,20411716,57749,5327285,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,全国,15间以下,359438,1972563,1678,15492,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,全国,15-29间,163849,3330976,3240,73426,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,全国,30-69间,130015,5701408,18258,919257,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,全国,70-149间,61090,5893742,28292,2790898,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,全国,150间及以上,14695,3513027,6281,1528212,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,全国,全部,729883,20442320,57822,5335072,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,全国,15间以下,359719,1978511,1675,15471,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,全国,15-29间,164093,3335616,3252,73735,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,全国,30-69间,130184,5709521,18276,920559,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,全国,70-149间,61173,5901758,28332,2795306,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,全国,150间及以上,14714,3516914,6287,1530001,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,全国,全部,730489,20504218,58002,5350147,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,全国,15间以下,358991,1986960,1685,15573,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,全国,15-29间,164850,3350863,3247,73631,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,全国,30-69间,130593,5727001,18344,923763,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,全国,70-149间,61327,5917253,28429,2805230,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,全国,150间及以上,14728,3522141,6297,1531950,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,全国,全部,730397,20535334,58268,5369319,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,全国,15间以下,358219,1990158,1689,15612,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,全国,15-29间,165198,3357990,3283,74467,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,全国,30-69间,130831,5737501,18470,929794,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,全国,70-149间,61409,5925239,28514,2813652,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,全国,150间及以上,14740,3524446,6312,1535794,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,全国,全部,725240,20617309,58399,5388220,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,全国,15间以下,351299,1991617,1684,15546,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,全国,15-29间,165989,3374120,3259,73913,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,全国,30-69间,131473,5767398,18462,930308,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,全国,70-149间,61716,5954962,28660,2827889,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,全国,150间及以上,14763,3529212,6334,1540564,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,全国,全部,724698,20619142,58703,5414535,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,全国,15间以下,350907,1991591,1685,15587,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,全国,15-29间,165734,3368675,3266,74094,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,全国,30-69间,131449,5766314,18552,934781,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,全国,70-149间,61870,5969439,28851,2846878,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,全国,150间及以上,14738,3523123,6349,1543195,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,全国,全部,713023,20429263,58459,5380881,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,全国,15间以下,343235,1952014,1651,15323,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,全国,15-29间,163429,3322620,3252,73661,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,全国,30-69间,130232,5715528,18501,932469,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,全国,70-149间,61464,5932232,28790,2841388,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,全国,150间及以上,14663,3506869,6265,1518040,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,全国,全部,710926,20411869,58460,5382876,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,全国,15间以下,341385,1949245,1642,15242,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,全国,15-29间,163340,3320868,3251,73710,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,全国,30-69间,130135,5711419,18503,932533,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,全国,70-149间,61419,5928045,28791,2841526,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,全国,150间及以上,14647,3502292,6273,1519865,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,全国,全部,708739,20386480,58423,5385153,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,全国,15间以下,339721,1945205,1642,15207,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,全国,15-29间,163069,3315156,3234,73352,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,全国,30-69间,129958,5704253,18465,930584,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,全国,70-149间,61351,5921911,28805,2843681,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,全国,150间及以上,14640,3499955,6277,1522329,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,全国,全部,714471,20338629,58439,5387399,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,全国,15间以下,346391,1941960,1631,15136,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,全国,15-29间,162668,3306941,3236,73388,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,全国,30-69间,129561,5687275,18469,930607,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,全国,70-149间,61249,5912535,28822,2845485,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,全国,150间及以上,14602,3489918,6281,1522783,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,全国,全部,711792,20342429,58578,5412196,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,全国,15间以下,343560,1940582,1638,15169,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,全国,15-29间,162775,3308965,3239,73458,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,全国,30-69间,129587,5688192,18492,932037,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,全国,70-149间,61266,5914237,28853,2848766,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,全国,150间及以上,14604,3490453,6356,1542766,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,全国,全部,708742,20305932,58594,5413448,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,全国,15间以下,341426,1937444,1647,15272,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,全国,15-29间,162349,3300377,3244,73577,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,全国,30-69间,129153,5670100,18477,931256,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,全国,70-149间,61223,5911462,28872,2851380,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,全国,150间及以上,14591,3486549,6354,1541963,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,全国,全部,706714,20289708,58731,5423154,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,全国,15间以下,339886,1934695,1653,15336,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,全国,15-29间,162011,3293582,3254,73826,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,全国,30-69间,129038,5665759,18553,934963,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,全国,70-149间,61191,5908901,28908,2855171,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,全国,150间及以上,14588,3486771,6363,1543858,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,全国,全部,702704,20234725,58926,5438565,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,全国,15间以下,337002,1923231,1651,15312,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,全国,15-29间,161446,3282199,3267,74167,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,全国,30-69间,128570,5645999,18646,939349,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,全国,70-149间,61132,5904006,28989,2863223,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,全国,150间及以上,14554,3479290,6373,1546514,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,全国,全部,704139,20279688,59035,5455415,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,全国,15间以下,337389,1930730,1660,15383,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,全国,15-29间,162059,3294859,3264,74172,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,全国,30-69间,128913,5659734,18664,940135,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,全国,70-149间,61209,5911582,29042,2868843,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,全国,150间及以上,14569,3482783,6405,1556882,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,全国,全部,704565,20325586,59132,5466480,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,全国,15间以下,336792,1934849,1656,15320,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,全国,15-29间,162586,3305658,3272,74399,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,全国,30-69间,129312,5676862,18698,941972,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,全国,70-149间,61299,5920189,29088,2873630,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,全国,150间及以上,14576,3488028,6418,1561159,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,全国,全部,702917,20343085,59226,5471899,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,全国,15间以下,334559,1934094,1667,15430,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,全国,15-29间,162930,3312542,3301,74906,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,全国,30-69间,129504,5684029,18718,942810,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,全国,70-149间,61353,5925233,29121,2877556,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,全国,150间及以上,14571,3487187,6419,1561197,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,全国,全部,711154,20412291,59305,5477604,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,全国,15间以下,341186,1955459,1669,15455,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,全国,15-29间,163997,3334281,3322,75383,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,全国,30-69间,129983,5702915,18737,943544,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,全国,70-149间,61413,5930556,29149,2880344,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,全国,150间及以上,14575,3489080,6428,1562878,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,全国,全部,706452,20398481,59443,5491999,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,全国,15间以下,336565,1946232,1674,15504,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,全国,15-29间,163889,3333211,3325,75390,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,全国,30-69间,130029,5703401,18742,944011,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,全国,70-149间,61425,5931844,29260,2891512,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,全国,150间及以上,14544,3483793,6442,1565582,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,全国,全部,706933,20473536,59641,5511456,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,全国,15间以下,335485,1953048,1683,15588,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,全国,15-29间,164642,3348620,3333,75608,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,全国,30-69间,130609,5727420,18818,947647,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,全国,70-149间,61623,5951768,29344,2899982,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,全国,150间及以上,14574,3492680,6463,1572631,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,全国,全部,708277,20522181,59950,5533727,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,全国,15间以下,335998,1958657,1678,15521,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,全国,15-29间,164956,3355266,3361,76227,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,全国,30-69间,130937,5741230,18950,954188,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,全国,70-149间,61768,5966264,29486,2914167,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,全国,150间及以上,14618,3500764,6475,1573624,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,全国,全部,711282,20623230,60349,5569300,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,全国,15间以下,337073,1971010,1683,15577,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,全国,15-29间,165811,3372660,3396,77011,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,全国,30-69间,131622,5770954,19054,959412,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,全国,70-149间,62133,6000758,29720,2937317,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,全国,150间及以上,14643,3507848,6496,1579983,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,全国,全部,711687,20651773,60520,5583753,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,全国,15间以下,336950,1973263,1686,15614,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,全国,15-29间,165956,3375747,3396,77004,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,全国,30-69间,131837,5780819,19095,961601,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,全国,70-149间,62293,6016234,29836,2948659,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,全国,150间及以上,14651,3505710,6507,1580875,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,全国,全部,711907,20685000,60686,5590766,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,全国,15间以下,336316,1971664,1700,15686,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,全国,15-29间,166235,3381964,3424,77638,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,全国,30-69间,132300,5800425,19179,965335,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,全国,70-149间,62415,6026896,29876,2952375,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,全国,150间及以上,14641,3504051,6507,1579732,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,全国,全部,713907,20752935,60764,5597717,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,全国,15间以下,336442,1979537,1697,15678,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,全国,15-29间,167236,3402327,3445,78114,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,全国,30-69间,133050,5830962,19213,966951,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,全国,70-149间,62525,6036188,29892,2953970,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,全国,150间及以上,14654,3503921,6517,1583004,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,全国,全部,714714,20794336,60817,5603175,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,全国,15间以下,336264,1985186,1698,15691,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,全国,15-29间,167814,3414065,3449,78237,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,全国,30-69间,133343,5842412,19226,967571,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,全国,70-149间,62623,6045965,29922,2957160,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,全国,150间及以上,14670,3506708,6522,1584516,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,全国,全部,719759,20790322,60832,5606044,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,全国,15间以下,341440,1988474,1696,15681,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,全国,15-29间,167779,3413707,3432,77864,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,全国,30-69间,133271,5838445,19236,967884,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,全国,70-149间,62614,6044985,29944,2959310,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,全国,150间及以上,14655,3504711,6524,1585305,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,全国,全部,733754,20865046,60869,5608964,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,全国,15间以下,353928,2014808,1697,15688,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,全国,15-29间,168628,3430718,3437,77972,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,全国,30-69间,133845,5861591,19234,967512,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,全国,70-149间,62693,6052740,29979,2962747,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,全国,150间及以上,14660,3505189,6522,1585045,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,全国,全部,740805,20958683,61021,5619304,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,全国,15间以下,359131,2028600,1701,15707,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,全国,15-29间,169492,3448462,3446,78160,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,全国,30-69间,134557,5891106,19304,970612,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,全国,70-149间,62922,6073618,30046,2969480,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,全国,150间及以上,14703,3516897,6524,1585345,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,全国,全部,737764,21014061,61214,5641827,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,全国,15间以下,354689,2035370,1721,15934,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,全国,15-29间,170300,3464463,3469,78650,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,全国,30-69间,134997,5908748,19335,972136,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,全国,70-149间,63067,6087458,30114,2975985,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,全国,150间及以上,14711,3518022,6575,1599122,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,全国,全部,743135,21086137,61424,5666547,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,全国,15间以下,358488,2049390,1738,16066,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,全国,15-29间,171130,3481441,3483,78916,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,全国,30-69间,135619,5934597,19399,975172,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,全国,70-149间,63165,6096050,30194,2984113,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,全国,150间及以上,14733,3524659,6610,1612280,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,全国,全部,749067,21152363,62140,5703513,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,全国,15间以下,362855,2064889,1765,16322,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,全国,15-29间,172039,3499666,3633,82312,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,全国,30-69间,136176,5957321,19821,994227,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,全国,70-149间,63256,6105001,30298,2994347,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,全国,150间及以上,14741,3525486,6623,1616305,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,全国,全部,752199,21160166,62170,5711855,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,全国,15间以下,366340,2076287,1761,16248,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,全国,15-29间,171901,3496167,3603,81658,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,全国,30-69间,135904,5945930,19815,994238,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,全国,70-149间,63288,6109519,30352,2999233,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,全国,150间及以上,14766,3532263,6639,1620478,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,全国,全部,760523,21296145,61721,5699349,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,全国,15间以下,371626,2097861,1754,16189,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,全国,15-29间,173571,3530478,3451,78193,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,全国,30-69间,136950,5989714,19499,980575,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,全国,70-149间,63562,6134319,30366,3001151,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,全国,150间及以上,14814,3543773,6651,1623241,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,全国,全部,766240,21387196,62060,5725896,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,全国,15间以下,375810,2111227,1788,16429,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,全国,15-29间,174139,3541812,3474,78697,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,全国,30-69间,137558,6018250,19609,986142,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,全国,70-149间,63877,6164073,30508,3015326,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,全国,150间及以上,14856,3551834,6681,1629302,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,全国,全部,755323,21454703,62379,5751505,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,全国,15间以下,363122,2102821,1809,16646,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,全国,15-29间,174905,3557747,3487,79006,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,全国,30-69间,138222,6047962,19694,990902,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,全国,70-149间,64192,6192962,30697,3033678,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,全国,150间及以上,14882,3553211,6692,1631273,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,全国,全部,760083,21466619,62384,5754806,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,全国,15间以下,367685,2107955,1801,16584,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,全国,15-29间,174993,3559493,3469,78613,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,全国,30-69间,138286,6049858,19680,990134,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,全国,70-149间,64252,6198750,30740,3037982,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,全国,150间及以上,14867,3550563,6694,1631493,酒店之家
2025W20,2025,20,2025-05-12,2025-05-18,全国,全部,766071,21524119,62461,5761197,酒店之家
2025W20,2025,20,2025-05-12,2025-05-18,全国,15间以下,372452,2124293,1805,16592,酒店之家
