period_id,year,week,start_date,end_date,group,region,hotel_count,room_count,price_index,heat_index,stay_price_index,stay_heat_index,adr,stay_adr,source
2024W01,2024,1,2024-01-01,2024-01-07,华住,全国,9052,886559,1.11,2.92,1.09,2.85,250.82,245.29,酒店之家
2024W02,2024,2,2024-01-08,2024-01-14,华住,全国,9085,889796,1.17,3.28,1.14,3.25,258.99,251.7,酒店之家
2024W03,2024,3,2024-01-15,2024-01-21,华住,全国,9114,892542,1.19,3.26,1.17,3.23,266.24,260.34,酒店之家
2024W04,2024,4,2024-01-22,2024-01-28,华住,全国,9162,897162,1.2,3.22,1.2,3.23,266.97,263.73,酒店之家
2024W05,2024,5,2024-01-29,2024-02-04,华住,全国,9235,904866,1.23,3.3,1.19,3.22,271.94,260.46,酒店之家
2024W06,2024,6,2024-02-05,2024-02-11,华住,全国,9375,918116,1.31,2.66,1.33,2.71,290.77,294.35,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,华住,全国,9385,918872,1.25,3.79,1.35,4.19,286.02,307.42,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,华住,全国,9390,920508,1.09,3.52,1.09,3.65,249.6,247.6,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,华住,全国,9389,919552,1.19,3.6,1.16,3.59,261,256.11,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,华住,全国,9411,921676,1.21,3.53,1.2,3.43,273.69,269.63,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,华住,全国,9409,922333,1.23,3.66,1.22,3.57,278.75,274.88,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,华住,全国,9413,922987,1.31,3.56,1.29,3.33,287.67,282.43,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,华住,全国,9454,926953,1.3,3.75,1.3,3.68,296.67,294.1,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,华住,全国,9473,928970,1.38,4.15,1.36,4.29,296.59,293.43,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,华住,全国,9492,930602,1.36,4.37,1.33,4.28,307.14,300.58,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,华住,全国,9516,933307,1.37,4.53,1.39,4.38,313.86,303.87,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,华住,全国,9582,939532,1.4,4.08,1.36,3.86,312.88,295.72,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,华住,全国,9675,948860,1.55,4.61,1.71,5.78,347.5,371.11,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,华住,全国,9685,950466,1.25,3.95,1.24,3.86,278.31,273.2,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,华住,全国,9701,952408,1.28,3.8,1.29,3.89,288.9,289.03,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,华住,全国,9727,955018,1.23,3.59,1.23,3.6,277.52,278.4,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,华住,全国,9756,958236,1.22,3.67,1.22,3.49,273.12,269.78,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,华住,全国,9791,962155,1.25,3.71,1.3,4.09,282.07,284.83,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,华住,全国,9816,964544,1.23,3.85,1.22,3.81,274.91,269.74,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,华住,全国,9847,967499,1.24,3.8,1.24,3.83,283.31,281.03,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,华住,全国,9860,968758,1.25,3.82,1.23,3.78,285.93,280.52,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,华住,全国,9910,974630,1.32,3.9,1.33,3.87,296.64,291.67,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,华住,全国,9954,979123,1.35,4.3,1.4,4.36,309.07,306.22,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,华住,全国,10008,984604,1.41,4.23,1.43,4.33,314.02,313.58,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,华住,全国,10048,988901,1.36,4.45,1.42,4.44,311.77,310.74,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,华住,全国,10108,994376,1.37,4.45,1.43,4.44,314.39,314.37,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,华住,全国,10158,999179,1.4,4.54,1.49,4.65,320.84,325.95,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,华住,全国,10198,1002784,1.42,4.5,1.46,4.55,314.57,319.53,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,华住,全国,10238,1006060,1.34,3.54,1.42,3.84,297.47,309.1,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,华住,全国,10258,1008452,1.2,3.22,1.27,3.42,273.62,277.8,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,华住,全国,10281,1011070,1.19,3.35,1.21,3.44,266.81,265.36,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,华住,全国,10323,1015761,1.18,3.08,1.21,3.2,266.48,265.73,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,华住,全国,10352,1018764,1.18,3.35,1.16,3.15,268.53,254.4,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,华住,全国,10432,1026457,1.3,3.33,1.19,2.89,287.95,261.29,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,华住,全国,10549,1037491,1.44,3.72,1.59,4.69,327.25,349.31,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,华住,全国,10531,1036533,1.15,3.22,1.14,3.1,257.55,251.1,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,华住,全国,10541,1037791,1.2,3.39,1.23,3.46,268.3,269.45,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,华住,全国,10565,1040407,1.19,3.21,1.23,3.29,268.76,269.99,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,华住,全国,10575,1041997,1.2,3.17,1.21,3.19,262.84,262.11,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,华住,全国,10585,1043742,1.19,3.44,1.21,3.43,261.8,262.05,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,华住,全国,10602,1045838,1.14,3.51,1.19,3.5,260.27,260.16,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,华住,全国,10623,1048084,1.14,3.46,1.18,3.45,259.01,257.97,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,华住,全国,10635,1049770,1.14,3.53,1.18,3.47,257.58,257.6,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,华住,全国,10668,1053180,1.16,3.79,1.16,3.6,257.68,256.34,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,华住,全国,10697,1056560,1.18,3.59,1.15,3.09,258.68,252.94,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,华住,全国,10722,1059326,1.17,3.56,1.19,3.48,255.33,258.8,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,华住,全国,10733,1060604,1.13,3.86,1.14,3.46,254.04,251.63,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,华住,全国,10802,1067168,1.14,3.92,1.14,3.91,251.92,249.2,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,华住,全国,10864,1073295,1.05,3.6,1.13,3.41,257.02,248.72,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,华住,全国,10925,1079095,1.08,3.81,1.18,3.69,265.1,258.25,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,华住,全国,11053,1091309,1.11,3.9,1.15,3.6,268.55,252.9,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,华住,全国,11144,1099864,1.33,4.1,1.6,4.25,321.04,348.12,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,华住,全国,11038,1089503,1.04,5.11,1.2,5.05,257.66,262.86,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,华住,全国,11184,1102989,1.05,4.64,1.15,4.59,256.07,253.69,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,华住,全国,11192,1103460,1.08,4.45,1.19,4.34,262.71,259.95,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,华住,全国,11195,1104026,1.06,3.89,1.19,3.87,260.96,258.75,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,华住,全国,11199,1104469,1.07,3.92,1.18,3.69,261.36,257.46,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,华住,全国,11232,1107991,1.07,4.15,1.19,3.93,267.48,260.94,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,华住,全国,11256,1110526,1.12,3.83,1.25,3.62,278.06,273.96,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,华住,全国,11283,1112789,1.14,3.83,1.25,3.73,280.25,275.09,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,华住,全国,11317,1116018,1.16,3.55,1.3,3.58,283.1,280.74,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,华住,全国,11332,1117481,1.16,4.05,1.25,3.78,286.89,275.55,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,华住,全国,11365,1120479,1.24,4,1.31,3.61,304.93,286.69,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,华住,全国,11419,1126166,1.27,4.15,1.3,3.48,314.33,283.17,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,华住,全国,11540,1136741,1.45,5.62,1.76,6.35,364.45,384.06,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,华住,全国,11541,1137383,1.12,4.66,1.22,4.34,273.9,265.75,酒店之家
2025W20,2025,20,2025-05-12,2025-05-18,华住,全国,11559,1139094,1.18,4.32,1.29,4.03,285.23,279.64,酒店之家
2025W21,2025,21,2025-05-19,2025-05-25,华住,全国,11580,1141541,1.17,4.15,1.28,3.78,286.35,278.21,酒店之家
2025W22,2025,22,2025-05-26,2025-06-01,华住,全国,11629,1146143,1.16,4.28,1.3,4.14,287.54,284.24,酒店之家
2025W23,2025,23,2025-06-02,2025-06-08,华住,全国,11651,1148366,1.11,4.31,1.24,4.24,274.26,272.04,酒店之家
2025W24,2025,24,2025-06-09,2025-06-15,华住,全国,11681,1151258,1.16,4.61,1.27,4.34,283.19,275.67,酒店之家
2025W25,2025,25,2025-06-16,2025-06-22,华住,全国,11717,1155052,1.18,4.23,1.28,4.08,287.27,279.88,酒店之家
2025W26,2025,26,2025-06-23,2025-06-29,华住,全国,11755,1159232,1.19,4.67,1.31,4.47,295.56,287.4,酒店之家
2025W27,2025,27,2025-06-30,2025-07-06,华住,全国,11793,1163242,1.22,4.52,1.34,4.25,303.44,293.52,酒店之家
2025W28,2025,28,2025-07-07,2025-07-13,华住,全国,11852,1169131,1.28,4.73,1.41,4.54,316.6,309.49,酒店之家
2025W29,2025,29,2025-07-14,2025-07-20,华住,全国,11918,1175810,1.28,4.95,1.43,4.74,320.44,314.59,酒店之家
2025W30,2025,30,2025-07-21,2025-07-27,华住,全国,11970,1181065,1.33,5.05,1.46,4.73,326.29,318.85,酒店之家
2025W31,2025,31,2025-07-28,2025-08-03,华住,全国,12006,1184329,1.34,5.32,1.48,4.84,331.83,324.13,酒店之家
2025W32,2025,32,2025-08-04,2025-08-10,华住,全国,12051,1189332,1.38,5.6,1.55,5.34,340.13,340.36,酒店之家
2025W33,2025,33,2025-08-11,2025-08-17,华住,全国,12105,1193530,1.36,5.2,1.57,5.05,333.62,341.79,酒店之家
2025W34,2025,34,2025-08-18,2025-08-24,华住,全国,12132,1195829,1.28,5.12,1.49,5.05,319.72,327.35,酒店之家
2025W35,2025,35,2025-08-25,2025-08-31,华住,全国,12142,1197578,1.17,4.81,1.34,4.82,294.03,294.44,酒店之家
2025W36,2025,36,2025-09-01,2025-09-07,华住,全国,12160,1199574,1.19,4.69,1.15,4.49,289.4,279.28,酒店之家
2025W37,2025,37,2025-09-08,2025-09-14,华住,全国,12187,1202269,1.22,4.96,1.18,4.59,298.29,285.6,酒店之家
2025W38,2025,38,2025-09-15,2025-09-21,华住,全国,12204,1204295,1.26,5.06,1.18,4.4,313.67,289.98,酒店之家
2025W39,2025,39,2025-09-22,2025-09-28,华住,全国,12280,1212781,1.28,5,1.13,4.07,318.58,277.37,酒店之家
2025W40,2025,40,2025-09-29,2025-10-05,华住,全国,12423,1226558,1.5,6.26,1.62,7.41,377.59,403.69,酒店之家
2025W41,2025,41,2025-10-06,2025-10-12,华住,全国,12393,1223651,1.08,4.71,1.07,4.58,271.23,266.8,酒店之家
2025W42,2025,42,2025-10-13,2025-10-19,华住,全国,12383,1222968,1.18,4.81,1.18,4.71,288.13,285.39,酒店之家
2025W43,2025,43,2025-10-20,2025-10-26,华住,全国,12395,1224152,1.16,4.77,1.17,4.72,288.46,289.23,酒店之家
2025W44,2025,44,2025-10-27,2025-11-02,华住,全国,12398,1225653,1.15,4.59,1.15,4.47,282.54,281.41,酒店之家
2025W45,2025,45,2025-11-03,2025-11-09,华住,全国,12400,1226096,1.13,4.84,1.13,4.61,281.64,279.01,酒店之家
2025W46,2025,46,2025-11-10,2025-11-16,华住,全国,12416,1227992,1.12,4.65,1.14,4.57,281.41,283.11,酒店之家
2025W47,2025,47,2025-11-17,2025-11-23,华住,全国,12431,1229632,1.1,4.78,1.1,4.57,278.44,276.18,酒店之家
2025W48,2025,48,2025-11-24,2025-11-30,华住,全国,12439,1230607,1.09,4.47,1.09,4.27,276.24,274.37,酒店之家
2025W49,2025,49,2025-12-01,2025-12-07,华住,全国,12436,1230548,1.11,4.57,1.1,4.22,273.64,269.89,酒店之家
2025W50,2025,50,2025-12-08,2025-12-14,华住,全国,12454,1231618,1.12,5.07,1.08,4.25,276.6,265.32,酒店之家
2025W51,2025,51,2025-12-15,2025-12-21,华住,全国,12474,1233982,1.1,4.92,1.09,4.66,279.18,274.85,酒店之家
2025W52,2025,52,2025-12-22,2025-12-28,华住,全国,12493,1236539,1.12,5.08,1.1,4.58,277.41,270.4,酒店之家
2026W01,2026,1,2025-12-29,2026-01-04,华住,全国,12558,1243521,1.13,4.73,1.17,5.63,279.89,286.52,酒店之家
2026W02,2026,2,2026-01-05,2026-01-11,华住,全国,12571,1245140,1.08,4.87,1.04,4.53,268.78,258.59,酒店之家
2026W03,2026,3,2026-01-12,2026-01-18,华住,全国,12583,1246348,1.1,5.2,1.06,4.88,274.99,262.06,酒店之家
2026W04,2026,4,2026-01-19,2026-01-25,华住,全国,12582,1246485,1.15,5.36,1.08,4.67,284.24,264.84,酒店之家
2026W05,2026,5,2026-01-26,2026-02-01,华住,全国,12612,1249782,1.17,5.72,1.11,4.99,289.82,272.16,酒店之家
2026W06,2026,6,2026-02-02,2026-02-08,华住,全国,12662,1255455,1.2,5.44,1.14,5.16,296.95,279.83,酒店之家
2026W07,2026,7,2026-02-09,2026-02-15,华住,全国,12817,1270931,1.2,4.9,1.11,4.67,297.11,274.12,酒店之家
2026W08,2026,8,2026-02-16,2026-02-22,华住,全国,12859,1275197,1.37,5.44,1.54,6.43,344.35,387.67,酒店之家
2026W09,2026,9,2026-02-23,2026-03-01,华住,全国,12866,1275620,1.07,5.85,1.07,5.84,263.05,259.64,酒店之家
2026W10,2026,10,2026-03-02,2026-03-08,华住,全国,12863,1275070,1.08,6.17,1.03,5.54,272.2,257.81,酒店之家
2026W11,2026,11,2026-03-09,2026-03-15,华住,全国,12867,1275235,1.15,6.11,1.12,5.66,284.55,275.08,酒店之家
2026W12,2026,12,2026-03-16,2026-03-22,华住,全国,12883,1277079,1.16,5.7,1.12,5.15,294.37,282.28,酒店之家
2026W13,2026,13,2026-03-23,2026-03-29,华住,全国,12909,1279714,1.18,5.95,1.14,5.6,299.62,289,酒店之家
2026W14,2026,14,2026-03-30,2026-04-05,华住,全国,12945,1283013,1.21,4.64,1.25,4.95,305.94,311.2,酒店之家
2026W15,2026,15,2026-04-06,2026-04-12,华住,全国,12960,1284274,1.15,5.17,1.1,4.7,297.57,281.04,酒店之家
2026W16,2026,16,2026-04-13,2026-04-19,华住,全国,12976,1285416,1.31,5.28,1.21,4.66,324.48,300.92,酒店之家
2026W17,2026,17,2026-04-20,2026-04-26,华住,全国,13017,1289381,1.31,5.34,1.2,4.64,331.04,301.03,酒店之家
2026W18,2026,18,2026-04-27,2026-05-03,华住,全国,13130,1300329,1.45,4.97,1.59,6.14,361.72,392.29,酒店之家
2026W19,2026,19,2026-05-04,2026-05-10,华住,全国,13129,1300023,1.08,4.27,1.05,4.11,278.77,271.09,酒店之家
2026W20,2026,20,2026-05-11,2026-05-17,华住,全国,13140,1301552,1.15,4.51,1.14,4.32,292.3,288.53,酒店之家
2026W21,2026,21,2026-05-18,2026-05-24,华住,全国,13156,1303402,1.13,4.38,1.11,4.17,291.93,285.38,酒店之家
2026W22,2026,22,2026-05-25,2026-05-31,华住,全国,13160,1304418,1.13,4.77,1.11,4.45,291.41,283.29,酒店之家
2026W23,2026,23,2026-06-01,2026-06-07,华住,全国,13175,1306232,1.13,4.84,1.12,4.62,287.6,282.8,酒店之家
2026W24,2026,24,2026-06-08,2026-06-14,华住,全国,13195,1308474,1.17,4.4,1.14,4.1,292.88,282.45,酒店之家
2026W25,2026,25,2026-06-15,2026-06-21,华住,全国,13226,1311231,1.15,4.41,1.15,4.6,296.53,292.03,酒店之家
2026W26,2026,26,2026-06-22,2026-06-28,华住,全国,13245,1313421,1.16,4.47,1.13,4.28,300.92,289.55,酒店之家
2026W27,2026,27,2026-06-29,2026-07-05,华住,全国,13273,1316453,1.23,4.29,1.19,4.01,307.43,294.08,酒店之家
2026W28,2026,28,2026-07-06,2026-07-12,华住,全国,13305,1319645,1.23,4.31,1.2,4.22,314.86,306.87,酒店之家
2026W29,2026,29,2026-07-13,2026-07-19,华住,全国,13350,1324088,1.28,4.54,1.27,4.47,324.01,318.13,酒店之家
2026W30,2026,30,2026-07-20,2026-07-26,华住,全国,13390,1328156,1.3,4.69,1.28,4.54,329.19,322,酒店之家
2026W31,2026,31,2026-07-27,2026-08-02,华住,全国,13428,1332235,1.31,4.65,1.29,4.45,334.86,329.27,酒店之家
2024W01,2024,1,2024-01-01,2024-01-07,首旅如家,全国,5885,441319,1.03,1.22,1.01,1.15,180.73,176.85,酒店之家
2024W02,2024,2,2024-01-08,2024-01-14,首旅如家,全国,5924,445798,1.04,1.39,1,1.33,187.95,181.22,酒店之家
2024W03,2024,3,2024-01-15,2024-01-21,首旅如家,全国,5938,446643,1.07,1.25,1.04,1.21,191.51,186.73,酒店之家
2024W04,2024,4,2024-01-22,2024-01-28,首旅如家,全国,5944,446549,1.1,1.32,1.08,1.31,194,191.71,酒店之家
2024W05,2024,5,2024-01-29,2024-02-04,首旅如家,全国,5956,446863,1.06,1.32,1.02,1.31,191.96,186.33,酒店之家
2024W06,2024,6,2024-02-05,2024-02-11,首旅如家,全国,5977,448184,1.2,0.98,1.21,0.96,216.95,220.31,酒店之家
2024W07,2024,7,2024-02-12,2024-02-18,首旅如家,全国,5990,449286,1.23,1.58,1.33,1.67,222.51,239.52,酒店之家
2024W08,2024,8,2024-02-19,2024-02-25,首旅如家,全国,5990,449044,1.03,1.47,1.03,1.47,181.77,181.63,酒店之家
2024W09,2024,9,2024-02-26,2024-03-03,首旅如家,全国,5971,447150,1.03,1.7,1.01,1.68,185.86,182.43,酒店之家
2024W10,2024,10,2024-03-04,2024-03-10,首旅如家,全国,5979,447751,1.06,1.52,1.04,1.45,191.91,188.46,酒店之家
2024W11,2024,11,2024-03-11,2024-03-17,首旅如家,全国,5988,447980,1.11,1.5,1.08,1.42,197.49,193.95,酒店之家
2024W12,2024,12,2024-03-18,2024-03-24,首旅如家,全国,5987,447935,1.16,1.54,1.13,1.39,203.3,199.13,酒店之家
2024W13,2024,13,2024-03-25,2024-03-31,首旅如家,全国,5988,447529,1.15,1.61,1.15,1.56,204.04,205.11,酒店之家
2024W14,2024,14,2024-04-01,2024-04-07,首旅如家,全国,5995,448103,1.17,1.54,1.16,1.63,208.52,207.99,酒店之家
2024W15,2024,15,2024-04-08,2024-04-14,首旅如家,全国,6001,448196,1.19,1.9,1.15,1.81,211.1,205,酒店之家
2024W16,2024,16,2024-04-15,2024-04-21,首旅如家,全国,6003,448204,1.22,1.78,1.15,1.65,215.62,204.21,酒店之家
2024W17,2024,17,2024-04-22,2024-04-28,首旅如家,全国,6045,450479,1.19,1.74,1.11,1.61,212.61,198.16,酒店之家
2024W18,2024,18,2024-04-29,2024-05-05,首旅如家,全国,6076,452239,1.45,1.82,1.55,2.26,258.76,277.43,酒店之家
2024W19,2024,19,2024-05-06,2024-05-12,首旅如家,全国,6078,452166,1.04,1.65,1.01,1.54,186.78,182.85,酒店之家
2024W20,2024,20,2024-05-13,2024-05-19,首旅如家,全国,6084,451602,1.09,1.86,1.09,1.82,195.97,196.24,酒店之家
2024W21,2024,21,2024-05-20,2024-05-26,首旅如家,全国,6081,451080,1.07,1.88,1.06,1.84,194.41,193.38,酒店之家
2024W22,2024,22,2024-05-27,2024-06-02,首旅如家,全国,6090,451779,1.05,1.67,1.03,1.55,190.66,187.7,酒店之家
2024W23,2024,23,2024-06-03,2024-06-09,首旅如家,全国,6087,451997,1.11,1.68,1.13,1.83,197.31,200.03,酒店之家
2024W24,2024,24,2024-06-10,2024-06-16,首旅如家,全国,6103,453323,1.06,1.82,1.03,1.75,192.37,188.33,酒店之家
2024W25,2024,25,2024-06-17,2024-06-23,首旅如家,全国,6110,453848,1.09,1.77,1.08,1.78,196.7,194.86,酒店之家
2024W26,2024,26,2024-06-24,2024-06-30,首旅如家,全国,6140,455227,1.13,1.76,1.11,1.72,201.8,198.29,酒店之家
2024W27,2024,27,2024-07-01,2024-07-07,首旅如家,全国,6164,456578,1.19,1.86,1.17,1.82,213.78,210.55,酒店之家
2024W28,2024,28,2024-07-08,2024-07-14,首旅如家,全国,6182,457467,1.25,1.77,1.24,1.77,221.05,219.8,酒店之家
2024W29,2024,29,2024-07-15,2024-07-21,首旅如家,全国,6212,459101,1.26,1.69,1.26,1.68,227.21,226.9,酒店之家
2024W30,2024,30,2024-07-22,2024-07-28,首旅如家,全国,6230,460701,1.26,1.79,1.24,1.74,229.56,227.79,酒店之家
2024W31,2024,31,2024-07-29,2024-08-04,首旅如家,全国,6228,460478,1.33,1.91,1.31,1.83,235.15,233.78,酒店之家
2024W32,2024,32,2024-08-05,2024-08-11,首旅如家,全国,6245,461439,1.37,2.11,1.39,2.06,243.5,246.49,酒店之家
2024W33,2024,33,2024-08-12,2024-08-18,首旅如家,全国,6260,462099,1.31,2.06,1.33,1.99,231.69,235.59,酒店之家
2024W34,2024,34,2024-08-19,2024-08-25,首旅如家,全国,6275,463013,1.2,1.87,1.23,1.91,217.43,224.18,酒店之家
2024W35,2024,35,2024-08-26,2024-09-01,首旅如家,全国,6284,463440,1.11,1.63,1.13,1.68,196.59,199.92,酒店之家
2024W36,2024,36,2024-09-02,2024-09-08,首旅如家,全国,6299,464562,1.04,1.7,1.04,1.71,189.64,189.67,酒店之家
2024W37,2024,37,2024-09-09,2024-09-15,首旅如家,全国,6320,466346,1.07,1.55,1.06,1.56,189.95,188.23,酒店之家
2024W38,2024,38,2024-09-16,2024-09-22,首旅如家,全国,6335,467576,1.1,1.52,1.04,1.43,192.52,183.36,酒店之家
2024W39,2024,39,2024-09-23,2024-09-29,首旅如家,全国,6386,470696,1.12,1.54,1.02,1.37,200.56,181.82,酒店之家
2024W40,2024,40,2024-09-30,2024-10-06,首旅如家,全国,6405,472093,1.42,1.57,1.52,1.93,252.76,268.69,酒店之家
2024W41,2024,41,2024-10-07,2024-10-13,首旅如家,全国,6382,470784,1,1.52,0.97,1.4,179.52,175.29,酒店之家
2024W42,2024,42,2024-10-14,2024-10-20,首旅如家,全国,6371,469777,1.02,1.86,1.01,1.84,185.82,185.12,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,首旅如家,全国,6367,469230,1.04,1.75,1.04,1.75,184.05,184.37,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,首旅如家,全国,6368,468681,0.99,1.68,0.99,1.63,180.45,180.43,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,首旅如家,全国,6376,469032,1.01,1.74,1.01,1.69,180.72,179.88,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,首旅如家,全国,6367,467990,1.02,1.84,1.01,1.78,179.78,179.44,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,首旅如家,全国,6383,468726,1.02,1.83,1,1.79,178.89,177.68,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,首旅如家,全国,6405,469322,1.03,1.96,1.02,1.87,180.65,180.62,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,首旅如家,全国,6416,469651,1.02,2.13,1,1.94,178.31,176.47,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,首旅如家,全国,6430,470597,1.01,2.28,0.96,1.94,177.56,173.18,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,首旅如家,全国,6446,471413,1.02,1.94,1.01,1.87,180.23,182.76,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,首旅如家,全国,6476,473371,1.01,1.97,0.98,1.76,178.82,177.65,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,首旅如家,全国,6508,475261,1.03,1.78,1.01,1.82,184.36,183.62,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,首旅如家,全国,6534,476212,1.06,1.73,1.03,1.66,182.2,178.52,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,首旅如家,全国,6555,477577,1.09,1.67,1.07,1.6,182.88,182.21,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,首旅如家,全国,6587,479586,1.02,1.53,0.96,1.45,184.4,179.25,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,首旅如家,全国,6599,480362,1.27,1.66,1.36,1.61,234.16,249.61,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,首旅如家,全国,6555,477312,1.04,2.23,1.05,2.08,188.6,191.74,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,首旅如家,全国,6625,481735,0.97,2.12,0.96,2.02,179.9,179.22,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,首旅如家,全国,6631,482163,1.06,2.06,1.04,1.99,180.03,179.13,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,首旅如家,全国,6637,482140,1.02,1.93,1,1.81,179.41,177.34,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,首旅如家,全国,6636,481749,1.03,2,0.99,1.77,182.19,177.86,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,首旅如家,全国,6654,482564,1.08,2.01,1.04,1.77,189.42,184.14,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,首旅如家,全国,6655,482076,1.19,2.17,1.13,1.88,201.5,193.6,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,首旅如家,全国,6666,482594,1.13,2.16,1.11,2.02,201.92,197.97,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,首旅如家,全国,6706,484841,1.22,2.1,1.2,2.06,208.68,206.1,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,首旅如家,全国,6716,485496,1.17,2.11,1.11,1.84,205.78,195.31,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,首旅如家,全国,6737,487141,1.15,2.3,1.09,2.05,212.84,200.65,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,首旅如家,全国,6777,490091,1.23,2,1.11,1.73,211.29,192.15,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,首旅如家,全国,6826,493468,1.46,2.05,1.59,2.37,258.43,280.7,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,首旅如家,全国,6824,493183,1.05,2.15,1.01,1.88,189.53,182.89,酒店之家
