period_id,year,week,start_date,end_date,group,region,hotel_count,room_count,price_index,heat_index,stay_price_index,stay_heat_index,adr,stay_adr,source
2024W42,2024,42,2024-10-14,2024-10-20,亚朵,全国,1550,178223,1.14,5.45,1.19,5.5,409.54,411.49,酒店之家
2024W43,2024,43,2024-10-21,2024-10-27,亚朵,全国,1558,179077,1.16,4.9,1.19,4.94,408.42,410.31,酒店之家
2024W44,2024,44,2024-10-28,2024-11-03,亚朵,全国,1566,180065,1.11,5.56,1.14,5.53,398.32,396.65,酒店之家
2024W45,2024,45,2024-11-04,2024-11-10,亚朵,全国,1576,181091,1.11,5.52,1.13,5.43,395.3,393.6,酒店之家
2024W46,2024,46,2024-11-11,2024-11-17,亚朵,全国,1582,181699,1.11,5.03,1.14,4.95,393.63,395.01,酒店之家
2024W47,2024,47,2024-11-18,2024-11-24,亚朵,全国,1591,182510,1.1,5.29,1.13,5.22,393.29,391.82,酒店之家
2024W48,2024,48,2024-11-25,2024-12-01,亚朵,全国,1596,182940,1.1,5.5,1.14,5.36,393.49,394.71,酒店之家
2024W49,2024,49,2024-12-02,2024-12-08,亚朵,全国,1600,183284,1.13,5.91,1.13,5.38,390.71,387.73,酒店之家
2024W50,2024,50,2024-12-09,2024-12-15,亚朵,全国,1606,184017,1.1,6.26,1.11,5.41,388.08,384.41,酒店之家
2024W51,2024,51,2024-12-16,2024-12-22,亚朵,全国,1609,184418,1.11,5.89,1.11,5.66,386.55,385.7,酒店之家
2024W52,2024,52,2024-12-23,2024-12-29,亚朵,全国,1608,184358,1.08,6.16,1.11,5.64,384.4,382.91,酒店之家
2025W01,2025,1,2024-12-30,2025-01-05,亚朵,全国,1623,186072,1.09,5.96,1.09,5.63,382.7,377.51,酒店之家
2025W02,2025,2,2025-01-06,2025-01-12,亚朵,全国,1633,188204,1,6.2,1.1,5.43,386.99,379.46,酒店之家
2025W03,2025,3,2025-01-13,2025-01-19,亚朵,全国,1636,187262,1.06,6.17,1.13,5.79,394.61,388.48,酒店之家
2025W04,2025,4,2025-01-20,2025-01-26,亚朵,全国,1657,189742,1.08,5.61,1.1,5.12,403.83,381.63,酒店之家
2025W05,2025,5,2025-01-27,2025-02-02,亚朵,全国,1676,191748,1.27,5.43,1.52,5.88,497.49,528.22,酒店之家
2025W06,2025,6,2025-02-03,2025-02-09,亚朵,全国,1656,189500,1.04,6.5,1.18,6.46,395.61,402.25,酒店之家
2025W07,2025,7,2025-02-10,2025-02-16,亚朵,全国,1677,191916,0.99,6.93,1.11,6.58,386.05,385.34,酒店之家
2025W08,2025,8,2025-02-17,2025-02-23,亚朵,全国,1683,192623,1,6.6,1.12,6.4,390.4,388.87,酒店之家
2025W09,2025,9,2025-02-24,2025-03-02,亚朵,全国,1685,192942,1.01,6.01,1.13,5.87,392.57,392.13,酒店之家
2025W10,2025,10,2025-03-03,2025-03-09,亚朵,全国,1690,193385,1.01,6.02,1.12,5.36,392.03,387.72,酒店之家
2025W11,2025,11,2025-03-10,2025-03-16,亚朵,全国,1701,194610,1.04,6.78,1.14,6.01,398.41,390.92,酒店之家
2025W12,2025,12,2025-03-17,2025-03-23,亚朵,全国,1708,195167,1.09,6.44,1.2,5.94,418.72,413.4,酒店之家
2025W13,2025,13,2025-03-24,2025-03-30,亚朵,全国,1718,196315,1.08,6.4,1.19,6.11,418.78,412.28,酒店之家
2025W14,2025,14,2025-03-31,2025-04-06,亚朵,全国,1729,197588,1.08,6.08,1.2,5.88,420.48,416.28,酒店之家
2025W15,2025,15,2025-04-07,2025-04-13,亚朵,全国,1734,198106,1.11,7.18,1.2,6.41,422.73,410.45,酒店之家
2025W16,2025,16,2025-04-14,2025-04-20,亚朵,全国,1738,198571,1.15,7.17,1.24,6.38,445.58,431.32,酒店之家
2025W17,2025,17,2025-04-21,2025-04-27,亚朵,全国,1744,199072,1.17,6.93,1.2,5.92,446.98,413.93,酒店之家
2025W18,2025,18,2025-04-28,2025-05-04,亚朵,全国,1756,200260,1.31,8.34,1.58,9.35,522.47,548.01,酒店之家
2025W19,2025,19,2025-05-05,2025-05-11,亚朵,全国,1762,200938,1.02,6.99,1.12,6.36,398.66,390.73,酒店之家
2025W20,2025,20,2025-05-12,2025-05-18,亚朵,全国,1767,201470,1.07,7.8,1.18,7,415.17,409.19,酒店之家
2025W21,2025,21,2025-05-19,2025-05-25,亚朵,全国,1772,201904,1.06,8,1.19,7.2,411.14,408.03,酒店之家
2025W22,2025,22,2025-05-26,2025-06-01,亚朵,全国,1776,202323,1.05,7,1.16,6.94,405.52,404.03,酒店之家
2025W23,2025,23,2025-06-02,2025-06-08,亚朵,全国,1776,202239,0.99,7.07,1.12,6.8,395.56,391.25,酒店之家
2025W24,2025,24,2025-06-09,2025-06-15,亚朵,全国,1781,202759,1.03,7.61,1.15,6.94,408.58,401.54,酒店之家
2025W25,2025,25,2025-06-16,2025-06-22,亚朵,全国,1788,203548,1.07,8.21,1.16,7.58,418.86,408.12,酒店之家
2025W26,2025,26,2025-06-23,2025-06-29,亚朵,全国,1799,204742,1.09,8.38,1.19,7.75,429.51,417.87,酒店之家
2025W27,2025,27,2025-06-30,2025-07-06,亚朵,全国,1827,207785,1.15,8.47,1.24,7.58,443.09,433.45,酒店之家
2025W28,2025,28,2025-07-07,2025-07-13,亚朵,全国,1834,208505,1.13,8.59,1.28,7.98,453.7,447.43,酒店之家
2025W29,2025,29,2025-07-14,2025-07-20,亚朵,全国,1836,208714,1.17,8.61,1.3,8.04,461.66,455.23,酒店之家
2025W30,2025,30,2025-07-21,2025-07-27,亚朵,全国,1845,209719,1.16,9.11,1.3,8.31,461.82,458.07,酒店之家
2025W31,2025,31,2025-07-28,2025-08-03,亚朵,全国,1853,210652,1.14,8.61,1.3,8.29,457.45,457.09,酒店之家
2025W32,2025,32,2025-08-04,2025-08-10,亚朵,全国,1864,211891,1.21,8.8,1.34,8.58,471.52,475.02,酒店之家
2025W33,2025,33,2025-08-11,2025-08-17,亚朵,全国,1871,212696,1.17,9.11,1.33,8.74,462.42,468.67,酒店之家
2025W34,2025,34,2025-08-18,2025-08-24,亚朵,全国,1874,213018,1.14,9.7,1.29,9.53,445.51,452.34,酒店之家
2025W35,2025,35,2025-08-25,2025-08-31,亚朵,全国,1880,213526,1.06,8.33,1.18,8.14,410.22,412.23,酒店之家
2025W36,2025,36,2025-09-01,2025-09-07,亚朵,全国,1885,214138,1,8.16,0.98,7.4,397.22,389.28,酒店之家
2025W37,2025,37,2025-09-08,2025-09-14,亚朵,全国,1889,214591,1.05,8.69,1.02,8.11,413.66,402.56,酒店之家
2025W38,2025,38,2025-09-15,2025-09-21,亚朵,全国,1901,215931,1.07,8.64,1.01,7.39,428.93,405.59,酒店之家
2025W39,2025,39,2025-09-22,2025-09-28,亚朵,全国,1909,216634,1.11,8.84,0.99,7.07,435.1,390.32,酒店之家
2025W40,2025,40,2025-09-29,2025-10-05,亚朵,全国,1946,220570,1.34,11.92,1.4,13.27,524.28,546.42,酒店之家
2025W41,2025,41,2025-10-06,2025-10-12,亚朵,全国,1946,220608,0.96,8.33,0.95,7.89,386.18,382.87,酒店之家
2025W42,2025,42,2025-10-13,2025-10-19,亚朵,全国,1951,221126,1.01,8.74,1,8.34,400.89,399.86,酒店之家
2025W43,2025,43,2025-10-20,2025-10-26,亚朵,全国,1956,221783,1.04,8.19,1.05,7.99,402.23,404.61,酒店之家
2025W44,2025,44,2025-10-27,2025-11-02,亚朵,全国,1953,221471,0.99,8.69,0.98,8.38,394.64,393.01,酒店之家
2025W45,2025,45,2025-11-03,2025-11-09,亚朵,全国,1953,221621,1.01,8.79,1,8.15,391.84,388.98,酒店之家
2025W46,2025,46,2025-11-10,2025-11-16,亚朵,全国,1955,221772,1.02,9.3,1.02,8.98,395.83,397.01,酒店之家
2025W47,2025,47,2025-11-17,2025-11-23,亚朵,全国,1962,222555,0.98,9.08,0.98,8.6,392.43,391.18,酒店之家
2025W48,2025,48,2025-11-24,2025-11-30,亚朵,全国,1964,222768,1,8.42,1,7.91,387.01,387.6,酒店之家
2025W49,2025,49,2025-12-01,2025-12-07,亚朵,全国,1965,222835,0.97,8.56,0.96,7.84,385.14,382.3,酒店之家
2025W50,2025,50,2025-12-08,2025-12-14,亚朵,全国,1963,222635,0.94,9.53,0.92,7.98,380.9,374.08,酒店之家
2025W51,2025,51,2025-12-15,2025-12-21,亚朵,全国,1967,223021,0.96,9.49,0.95,8.93,385.06,381.7,酒店之家
2025W52,2025,52,2025-12-22,2025-12-28,亚朵,全国,1980,224537,0.98,9.68,0.97,8.76,388.73,383.65,酒店之家
2026W01,2026,1,2025-12-29,2026-01-04,亚朵,全国,2002,227136,1,8.81,1,10.19,399.41,400.88,酒店之家
2026W02,2026,2,2026-01-05,2026-01-11,亚朵,全国,2009,227912,0.97,9.14,0.95,8.15,379.67,370.53,酒店之家
2026W03,2026,3,2026-01-12,2026-01-18,亚朵,全国,2011,228184,0.97,9.52,0.94,8.47,388.02,375.45,酒店之家
2026W04,2026,4,2026-01-19,2026-01-25,亚朵,全国,2012,228299,1.02,11.86,0.97,9.87,397.81,379.31,酒店之家
2026W05,2026,5,2026-01-26,2026-02-01,亚朵,全国,2018,228841,1.04,12.19,1,10.45,401.85,387.31,酒店之家
2026W06,2026,6,2026-02-02,2026-02-08,亚朵,全国,2024,229518,1.07,12.02,1,11,419.15,392.42,酒店之家
2026W07,2026,7,2026-02-09,2026-02-15,亚朵,全国,2061,233593,1.13,9.85,1.02,9.02,436.97,396.72,酒店之家
2026W08,2026,8,2026-02-16,2026-02-22,亚朵,全国,2070,234563,1.25,9.77,1.36,12.1,504.22,551.54,酒店之家
2026W09,2026,9,2026-02-23,2026-03-01,亚朵,全国,2071,234637,0.98,11.67,0.97,11.32,383.31,379.05,酒店之家
2026W10,2026,10,2026-03-02,2026-03-08,亚朵,全国,2069,234465,0.97,11.15,0.93,9.95,388.56,375.87,酒店之家
2026W11,2026,11,2026-03-09,2026-03-15,亚朵,全国,2074,235058,1.01,12.75,1,11.63,399.33,394.52,酒店之家
2026W12,2026,12,2026-03-16,2026-03-22,亚朵,全国,2080,235637,1.05,12.44,1.02,11.02,407.51,398.07,酒店之家
2026W13,2026,13,2026-03-23,2026-03-29,亚朵,全国,2086,236319,1.05,12.74,1.02,11.8,412.79,404.27,酒店之家
2026W14,2026,14,2026-03-30,2026-04-05,亚朵,全国,2091,236811,1.04,9.85,1.04,10.13,422.58,425.29,酒店之家
2026W15,2026,15,2026-04-06,2026-04-12,亚朵,全国,2091,236734,1.03,10.02,0.99,8.96,409.25,395.04,酒店之家
2026W16,2026,16,2026-04-13,2026-04-19,亚朵,全国,2091,236606,1.07,10.94,1.01,9.62,433.78,413.41,酒店之家
2026W17,2026,17,2026-04-20,2026-04-26,亚朵,全国,2098,237241,1.09,10.97,1,9.29,445.05,412.44,酒店之家
2026W18,2026,18,2026-04-27,2026-05-03,亚朵,全国,2118,239599,1.23,9.99,1.28,11.81,503.55,528.89,酒店之家
2026W19,2026,19,2026-05-04,2026-05-10,亚朵,全国,2121,239971,0.95,8.5,0.93,7.85,389.3,384.06,酒店之家
2026W20,2026,20,2026-05-11,2026-05-17,亚朵,全国,2128,240903,1.02,9.13,1,8.54,405.78,401.01,酒店之家
2026W21,2026,21,2026-05-18,2026-05-24,亚朵,全国,2131,241208,1.01,9.56,0.99,8.92,405.7,401.44,酒店之家
2026W22,2026,22,2026-05-25,2026-05-31,亚朵,全国,2134,241539,0.98,8.99,0.96,8.23,401.01,395.34,酒店之家
2026W23,2026,23,2026-06-01,2026-06-07,亚朵,全国,2139,242044,0.99,10.11,0.97,9,393.91,389.78,酒店之家
2026W24,2026,24,2026-06-08,2026-06-14,亚朵,全国,2147,242997,1.01,10.25,0.98,9.16,399.98,392.56,酒店之家
2026W25,2026,25,2026-06-15,2026-06-21,亚朵,全国,2157,244106,0.99,10.3,0.98,10.26,403.7,401.64,酒店之家
2026W26,2026,26,2026-06-22,2026-06-28,亚朵,全国,2163,244753,1.01,9.7,0.98,9.16,411.49,400.16,酒店之家
2026W27,2026,27,2026-06-29,2026-07-05,亚朵,全国,2179,246236,1.03,10.22,1,9.3,420,409.32,酒店之家
2026W28,2026,28,2026-07-06,2026-07-12,亚朵,全国,2186,247100,1.06,9.74,1.03,8.96,430.23,421.75,酒店之家
2026W29,2026,29,2026-07-13,2026-07-19,亚朵,全国,2191,247653,1.09,10.18,1.07,9.33,440.04,434.03,酒店之家
2026W30,2026,30,2026-07-20,2026-07-26,亚朵,全国,2199,248571,1.13,10.7,1.11,9.94,447.81,441.55,酒店之家
2026W31,2026,31,2026-07-27,2026-08-02,亚朵,全国,2211,249892,1.16,9.94,1.14,9.01,456.15,451.84,酒店之家
