数据分类,指标名称,指标代码,单位,频率,数据日期,数值,同比(%),年初至今(%),备注,数据来源
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-04-30T00:00:00Z,0.1838,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-05-31T00:00:00Z,1.0728,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-06-30T00:00:00Z,0.8089,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-07-31T00:00:00Z,0.8024,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-08-31T00:00:00Z,1.0345,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-09-30T00:00:00Z,0.8655,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-10-31T00:00:00Z,1.2435,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-11-30T00:00:00Z,1.6975,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2011-12-31T00:00:00Z,1.9976,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-01-31T00:00:00Z,2.2755,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-02-29T00:00:00Z,2.8751,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-03-31T00:00:00Z,2.1922,,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-04-30T00:00:00Z,1.6907,819.86,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-05-31T00:00:00Z,1.639,52.78,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-06-30T00:00:00Z,1.2119,49.82,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-07-31T00:00:00Z,1.2649,57.64,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-08-31T00:00:00Z,1.5325,48.14,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-09-30T00:00:00Z,1.3232,52.88,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-10-31T00:00:00Z,2.0814,67.38,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-11-30T00:00:00Z,2.708,59.53,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2012-12-31T00:00:00Z,2.8338,41.86,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-01-31T00:00:00Z,3.2377,42.29,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-02-28T00:00:00Z,5.069,76.31,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-03-31T00:00:00Z,3.3934,54.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-04-30T00:00:00Z,2.386,41.12,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-05-31T00:00:00Z,2.0645,25.96,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-06-30T00:00:00Z,1.6771,38.39,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-07-31T00:00:00Z,1.694,33.92,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-08-31T00:00:00Z,2.1633,41.16,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-09-30T00:00:00Z,1.9966,50.89,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-10-31T00:00:00Z,2.6453,27.09,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-11-30T00:00:00Z,3.0113,11.2,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2013-12-31T00:00:00Z,3.5781,26.27,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-01-31T00:00:00Z,4.0232,24.26,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-02-28T00:00:00Z,7.2899,43.81,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-03-31T00:00:00Z,3.8294,12.85,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-04-30T00:00:00Z,2.8004,17.37,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-05-31T00:00:00Z,2.4384,18.11,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-06-30T00:00:00Z,2.019,20.39,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-07-31T00:00:00Z,2.1408,26.38,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-08-31T00:00:00Z,2.4642,13.91,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-09-30T00:00:00Z,3.6364,82.13,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-10-31T00:00:00Z,3.5395,33.8,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-11-30T00:00:00Z,4.1483,37.76,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2014-12-31T00:00:00Z,4.8424,35.33,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-01-31T00:00:00Z,5.5464,37.86,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-02-28T00:00:00Z,8.6441,18.58,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-03-31T00:00:00Z,7.1145,85.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-04-30T00:00:00Z,4.1668,48.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-05-31T00:00:00Z,3.5802,46.83,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-06-30T00:00:00Z,2.8702,42.16,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-07-31T00:00:00Z,2.8537,33.3,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-08-31T00:00:00Z,3.7327,51.48,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-09-30T00:00:00Z,2.9181,-19.75,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-10-31T00:00:00Z,4.0102,13.3,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-11-30T00:00:00Z,4.3517,4.9,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2015-12-31T00:00:00Z,5.5902,15.44,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-01-31T00:00:00Z,5.9348,7,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-02-29T00:00:00Z,11.0905,28.3,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-03-31T00:00:00Z,5.5643,-21.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-04-30T00:00:00Z,3.9934,-4.16,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-05-31T00:00:00Z,3.4863,-2.62,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-06-30T00:00:00Z,3.2844,14.43,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-07-31T00:00:00Z,3.1088,8.94,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-08-31T00:00:00Z,3.7573,0.66,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-09-30T00:00:00Z,3.4223,17.28,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-10-31T00:00:00Z,4.6546,16.07,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-11-30T00:00:00Z,5.1711,18.83,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2016-12-31T00:00:00Z,7.2443,29.59,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-01-31T00:00:00Z,7.561,27.4,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-02-28T00:00:00Z,12.3797,11.62,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-03-31T00:00:00Z,6.9993,25.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-04-30T00:00:00Z,5.5635,39.32,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-05-31T00:00:00Z,5.2411,50.33,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-06-30T00:00:00Z,4.5849,39.6,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-07-31T00:00:00Z,4.526,45.59,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-08-31T00:00:00Z,5.8212,54.93,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-09-30T00:00:00Z,5.1943,51.78,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-10-31T00:00:00Z,6.4515,38.6,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-11-30T00:00:00Z,6.7861,31.23,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2017-12-31T00:00:00Z,8.9367,23.36,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-01-31T00:00:00Z,9.0838,20.14,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-02-28T00:00:00Z,14.1195,14.05,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-03-31T00:00:00Z,10.2251,46.09,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-04-30T00:00:00Z,7.1987,29.39,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-05-31T00:00:00Z,6.5914,25.76,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-06-30T00:00:00Z,5.6298,22.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-07-31T00:00:00Z,5.7007,25.95,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-08-31T00:00:00Z,7.4931,28.72,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-09-30T00:00:00Z,6.1873,19.12,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-10-31T00:00:00Z,7.5542,17.09,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-11-30T00:00:00Z,7.5573,11.36,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2018-12-31T00:00:00Z,10.127,13.32,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-01-31T00:00:00Z,11.1679,22.94,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-02-28T00:00:00Z,20.2094,43.13,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-03-31T00:00:00Z,11.3592,11.09,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-04-30T00:00:00Z,8.387,16.51,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-05-31T00:00:00Z,8.1684,23.93,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-06-30T00:00:00Z,7.0819,25.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-07-31T00:00:00Z,7.5862,33.07,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-08-31T00:00:00Z,9.756,30.2,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-09-30T00:00:00Z,8.9325,44.37,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-10-31T00:00:00Z,11.971,58.47,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-11-30T00:00:00Z,13.245,75.26,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2019-12-31T00:00:00Z,17.0579,68.44,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-01-31T00:00:00Z,15.5218,38.99,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-02-29T00:00:00Z,4.3101,-78.67,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-03-31T00:00:00Z,9.9494,-12.41,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-04-30T00:00:00Z,13.8095,64.65,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-05-31T00:00:00Z,14.7915,81.08,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-06-30T00:00:00Z,16.555,133.76,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-07-31T00:00:00Z,24.8741,227.89,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-08-31T00:00:00Z,30.9499,217.24,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-09-30T00:00:00Z,30.2336,238.47,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-10-31T00:00:00Z,34.072,184.62,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-11-30T00:00:00Z,37.1487,180.47,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2020-12-31T00:00:00Z,42.5767,149.6,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-01-31T00:00:00Z,37.807,143.57,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-02-28T00:00:00Z,45.4337,954.12,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-03-31T00:00:00Z,52.4706,427.37,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-04-30T00:00:00Z,46.7366,238.44,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-05-31T00:00:00Z,49.8255,236.85,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-06-30T00:00:00Z,35.3962,113.81,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-07-31T00:00:00Z,36.62,47.22,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-08-31T00:00:00Z,16.9882,-45.11,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-09-30T00:00:00Z,34.1664,13.01,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-10-31T00:00:00Z,49.805,46.18,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-11-30T00:00:00Z,37.0383,-0.3,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2021-12-31T00:00:00Z,52.4088,23.09,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-01-31T00:00:00Z,52.0602,37.7,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-02-28T00:00:00Z,68.656,51.11,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-03-31T00:00:00Z,26.4392,-49.61,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-04-30T00:00:00Z,10.5826,-77.36,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-05-31T00:00:00Z,22.3423,-55.16,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-06-30T00:00:00Z,31.5083,-10.98,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-07-31T00:00:00Z,39.809,8.71,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-08-31T00:00:00Z,9.6457,-43.22,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-09-30T00:00:00Z,10.5646,-69.08,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-10-31T00:00:00Z,23.0707,-53.68,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-11-30T00:00:00Z,27.7799,-25,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2022-12-31T00:00:00Z,26.5281,-49.38,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-01-31T00:00:00Z,63.7966,22.54,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-02-28T00:00:00Z,59.4648,-13.39,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-03-31T00:00:00Z,45.4376,71.86,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-04-30T00:00:00Z,39.1475,269.92,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-05-31T00:00:00Z,31.9855,43.16,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-06-30T00:00:00Z,23.0675,-26.79,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-07-31T00:00:00Z,26.1338,-34.35,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-08-31T00:00:00Z,32.85,240.57,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物金额(当月值),S004552709,亿元,月,2023-09-30T00:00:00Z,27.1995,157.46,,由iFinD原始口径(万元)折算为亿元,同花顺iFinD(海口海关)
